"","X","RK","PLAYER","WS","FROM","TO","AGE","G","AS","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG_PERCENT","X2P_PERCENT","X3P_PERCENT","FT_PERCENT","TS_PERCENT","E_FG_PERCENT","POS","TEAM","O_RTG","D_RTG","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","PER","ORB_PERCENT","DRB_PERCENT","TRB_PERCENT","AST_PERCENT","STL_PERCENT","BLK_PERCENT","TOV_PERCENT","USG_PERCENT","MVP","ROY","DPOY","SMOY","MIP","FMVP","AMVP","ALLNBA_1ST","ALLNBA_2ND","ALLNBA_3RD","ALLDEF_1ST","ALLDEF_2ND","NBA_75TH","OLYMPICS","HOF"
"497",1250,1250,"Nickeil Alexander-Walker",10.2,"2019-20","2024-25","21-26",381,0,20.8,3.1,7.5,1.6,3.4,1.5,4.1,0.9,1.2,0.4,2.1,2.5,2.3,0.7,0.4,1.2,1.6,8.6,0.414,0.477,0.36,0.743,0.534,0.512,"G","MIN,NOP,UTA",106,113,1.8,8.5,0.062,-1.4,0.2,-1.2,1.6,11.2,2.3,10.8,6.6,15.7,1.6,1.7,12.7,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498",1256,1256,"Aaron Holiday",10.1,"2018-19","2024-25","22-28",448,0,16.4,2.4,5.6,1.4,3.1,1,2.5,0.8,0.9,0.3,1.3,1.6,2,0.6,0.2,0.9,1.4,6.5,0.421,0.452,0.382,0.851,0.538,0.506,"G","ATL,HOU,IND,PHO,WAS",108,114,3.2,7,0.066,-2,0.1,-1.9,0.1,11.2,1.9,8.6,5.2,16.7,1.7,0.9,12.6,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499",1260,1260,"Xavier Tillman Sr.",10,"2020-21","2024-25","22-26",260,0,16,2.3,4.4,2,3.5,0.2,0.9,0.6,1,1.3,2.5,3.8,1.2,0.8,0.5,0.7,1.4,5.3,0.509,0.577,0.252,0.577,0.547,0.536,"F","BOS,MEM",114,109,3.5,6.5,0.115,-1.6,1.5,-0.1,2,14.2,8.6,16.4,12.5,10.3,2.5,2.8,11.9,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500",1261,1261,"Danuel House Jr.",10,"2016-17","2023-24","23-30",294,0,21.3,2.5,5.8,1.2,2.3,1.3,3.5,1.1,1.4,0.5,2.5,3,1.1,0.6,0.3,0.7,1.6,7.3,0.434,0.548,0.359,0.761,0.574,0.543,"G","HOU,NYK,PHI,PHO,UTA,WAS",113,114,5.2,4.8,0.077,-1.4,-0.3,-1.7,0.4,10.6,2.7,12.7,7.6,7.5,1.3,1.4,10.2,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501",1271,1271,"Ty Jerome",9.9,"2019-20","2024-25","22-27",229,0,18.1,3.2,7,1.9,3.7,1.2,3.3,1.1,1.2,0.4,1.6,2,2.8,0.7,0.1,1,1.4,8.7,0.458,0.526,0.381,0.85,0.578,0.547,"G","CLE,GSW,OKC,PHO",117,115,6.1,3.7,0.114,0.2,0.2,0.4,2.5,15,2.5,9.6,6,22.8,1.9,0.5,11.6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502",1275,1275,"Garrison Mathews",9.8,"2019-20","2024-25","23-28",314,0,17.5,1.9,4.6,0.4,0.7,1.5,3.9,1.3,1.5,0.3,1.5,1.8,0.7,0.5,0.2,0.4,1.8,6.5,0.405,0.535,0.382,0.838,0.617,0.568,"G","ATL,HOU,WAS",123,119,7.6,2.2,0.086,-1.6,-0.6,-2.2,-0.3,10.3,1.9,9.2,5.5,5.4,1.4,1,7.2,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503",1279,1279,"Mark Williams",9.7,"2022-23","2024-25","21-23",106,0,23.7,5,8,5,8,0,0,2.3,3.1,2.8,6,8.8,1.4,0.7,1.1,1.2,2.3,12.3,0.622,0.625,0,0.753,0.656,0.622,"C","CHO",128,112,6.2,3.4,0.185,1.3,0.5,1.8,2.4,22.3,12.7,27.8,20.1,10.2,1.5,4.4,11.4,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504",1280,1280,"Jordan McLaughlin",9.6,"2019-20","2024-25","23-28",288,0,14.1,1.5,3.4,0.9,1.8,0.6,1.6,0.4,0.6,0.3,1.1,1.4,2.8,0.8,0.1,0.7,0.7,4.1,0.445,0.51,0.373,0.743,0.555,0.534,"G","MIN,SAC,SAS",120,113,5.6,4,0.114,-0.8,0.9,0.1,2.2,13.5,2.4,8.9,5.6,26.7,2.7,0.7,15.1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505",1298,1298,"Corey Kispert",9.3,"2021-22","2024-25","22-25",292,0,25.9,4,8.4,2,3.2,2,5.2,1.1,1.4,0.5,2.3,2.8,1.5,0.5,0.2,0.9,1.5,11.1,0.474,0.622,0.382,0.805,0.613,0.592,"G-F","WAS",116,121,7.2,2.1,0.059,-0.6,-1.7,-2.3,-0.6,11.6,2.2,9.5,5.9,8.1,0.9,0.7,9.2,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"506",1300,1300,"Cason Wallace",9.2,"2023-24","2024-25","20-21",150,0,23.8,3,6.2,1.8,3.3,1.1,2.9,0.4,0.5,0.8,2,2.8,2,1.3,0.5,0.7,1.8,7.5,0.482,0.566,0.389,0.797,0.586,0.575,"G","OKC",120,110,3.7,5.5,0.124,-1.3,1.8,0.6,2.3,12.1,3.9,8.7,6.4,10.3,2.6,2,9.7,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"507",1301,1301,"Dyson Daniels",9.2,"2022-23","2024-25","19-21",196,0,25.4,3.5,7.4,2.7,5,0.8,2.3,0.7,1.2,1.1,3.3,4.5,3.2,1.8,0.5,1.4,1.9,8.4,0.472,0.54,0.327,0.614,0.535,0.524,"G","ATL,NOP",110,111,1.9,7.3,0.089,-1.8,2.4,0.5,3.2,13.2,4.9,14.7,9.7,16.9,3.4,1.7,14.9,15.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"508",1302,1302,"Josh Green",9.2,"2020-21","2024-25","20-24",291,0,22,2.5,5.2,1.6,2.8,0.9,2.4,0.7,1,0.8,1.9,2.7,1.5,0.8,0.2,0.9,2,6.7,0.482,0.57,0.38,0.687,0.587,0.57,"G-F","CHO,DAL",114,117,4.2,5,0.069,-3,0.1,-2.9,-1.5,9.9,4,9.5,6.7,9.7,1.7,0.7,13.7,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509",1322,1322,"Tari Eason",8.8,"2022-23","2024-25","21-23",161,0,22.8,4.1,8.7,3.2,6.2,0.9,2.5,1.3,1.8,2.3,4,6.3,1.2,1.4,0.7,1.2,2.3,10.3,0.466,0.515,0.345,0.741,0.542,0.516,"F","HOU",114,110,3.2,5.6,0.116,-0.3,1.1,0.8,2.6,16.7,10.7,19.2,14.9,7.9,3,3,10.8,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510",1331,1331,"Troy Brown Jr.",8.6,"2018-19","2023-24","19-24",356,0,19,2.3,5.5,1.5,3,0.9,2.5,0.7,0.9,0.7,2.9,3.6,1.4,0.7,0.1,0.7,1.3,6.2,0.423,0.481,0.351,0.783,0.527,0.501,"G-F","CHI,DET,LAL,MIN,WAS",109,114,3,5.7,0.061,-1.8,0,-1.8,0.4,10.7,4.1,16.7,10.4,10.1,1.6,0.5,10.1,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"511",1337,1337,"Moses Moody",8.5,"2021-22","2024-25","19-22",255,0,16.6,2.5,5.5,1.3,2.4,1.1,3.1,1,1.2,0.6,1.6,2.2,0.9,0.5,0.3,0.6,1.2,7,0.449,0.554,0.367,0.775,0.581,0.552,"G","GSW",116,115,4.2,4.3,0.097,-1,-0.3,-1.2,0.8,12.1,4.2,10.4,7.3,7.4,1.4,1.6,8.6,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512",1338,1338,"Jevon Carter",8.5,"2018-19","2024-25","23-29",412,0,15.2,1.9,4.8,0.8,1.8,1.1,3,0.3,0.3,0.3,1.4,1.7,1.6,0.6,0.2,0.6,1.2,5.2,0.394,0.42,0.379,0.799,0.525,0.514,"G","BRK,CHI,MEM,MIL,PHO",108,113,2.2,6.3,0.065,-1.9,0.4,-1.5,0.8,10.3,2.2,9.6,5.9,14,1.9,1.4,10.5,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513",1342,1342,"Markelle Fultz",8.4,"2017-18","2024-25","19-26",255,0,24,4.4,9.4,4.1,8.2,0.3,1.2,1.3,1.7,0.9,2.3,3.2,4.4,1.1,0.3,1.8,1.8,10.4,0.47,0.497,0.28,0.732,0.514,0.488,"G","ORL,PHI,SAC",106,112,1.5,6.9,0.066,-1.6,0.4,-1.2,1.2,14.3,4,10.9,7.4,28.3,2.3,1.1,14.9,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514",1343,1343,"Patrick Williams",8.4,"2020-21","2024-25","19-23",276,0,27.1,3.6,7.9,2.3,4.8,1.2,3.1,1.2,1.5,0.9,3.2,4.1,1.5,0.8,0.7,1.3,1.7,9.6,0.452,0.492,0.392,0.769,0.557,0.53,"F","CHI",106,114,0.6,7.8,0.054,-2.3,0,-2.3,-0.5,10.6,3.7,12.8,8.3,7.2,1.5,2.4,13.1,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515",1344,1344,"Day'Ron Sharpe",8.4,"2021-22","2024-25","20-23",191,0,14.5,2.7,4.9,2.6,4.5,0.1,0.4,1,1.5,2.6,3.1,5.6,1.2,0.5,0.7,1.1,2.1,6.5,0.55,0.573,0.295,0.648,0.584,0.562,"C","BRK",118,111,4.4,4,0.146,-0.5,0,-0.6,1,19.6,19.4,24.1,21.6,13,1.6,4.4,16.2,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516",1345,1345,"Jalen Johnson",8.4,"2021-22","2024-25","20-23",184,0,23.6,4.4,8.7,3.6,6.2,0.8,2.5,1.4,1.9,1,5.3,6.3,2.6,0.9,0.6,1.4,1.8,11,0.504,0.576,0.323,0.712,0.573,0.55,"F","ATL",113,114,3.6,4.8,0.093,-0.1,1.1,1,3.3,15.9,4.6,25,14.6,15.4,1.8,2.5,12.7,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517",1346,1346,"Dereck Lively II",8.4,"2023-24","2024-25","19-20",91,0,23.4,3.9,5.4,3.9,5.3,0,0,1,1.7,2.6,4.5,7.1,1.6,0.6,1.5,1,2.7,8.8,0.729,0.732,0,0.565,0.718,0.729,"C","DAL",138,112,5.5,2.9,0.189,0.3,1.3,1.6,1.9,18.9,12.4,20.8,16.6,9.5,1.3,5.4,14.1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518",1349,1349,"Brandin Podziemski",8.3,"2023-24","2024-25","20-21",138,0,26.7,4,8.9,2.5,4.9,1.5,3.9,0.9,1.3,1.3,4.1,5.4,3.6,0.9,0.2,1.2,1.6,10.4,0.449,0.507,0.378,0.701,0.549,0.533,"G","GSW",117,114,4.1,4.3,0.108,-0.3,0.6,0.3,2.1,13.6,5.4,16.7,11,18.4,1.7,0.7,11.1,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519",1358,1358,"Trayce Jackson-Davis",8.2,"2023-24","2024-25","23-24",130,0,16.1,3.1,4.9,3.1,4.8,0,0,1,1.8,2,3,5,1.4,0.4,0.9,0.7,1.4,7.3,0.642,0.646,0,0.568,0.643,0.642,"F","GSW",131,111,5.1,3.1,0.187,0.9,1.1,2,2.1,20.2,13.1,20.4,16.8,13,1.2,5,11.3,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520",1361,1361,"Jock Landale",8.2,"2021-22","2024-25","26-29",221,0,12.8,2.1,4.1,1.8,3,0.3,1.1,0.9,1.1,1.5,1.8,3.3,1,0.3,0.4,0.6,1.4,5.4,0.518,0.598,0.297,0.765,0.592,0.558,"C","HOU,PHO,SAS",122,113,4.9,3.3,0.138,-0.3,-0.2,-0.4,1.1,16.1,12.2,15.6,13.9,10.7,1,2.8,12.3,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521",1375,1375,"Tony Bradley",8,"2017-18","2024-25","20-27",193,0,10.9,1.9,3.1,1.9,3,0,0.1,0.5,0.7,1.5,2.5,4,0.5,0.2,0.6,0.5,1.3,4.4,0.632,0.637,0.467,0.667,0.65,0.638,"F-C","CHI,IND,OKC,PHI,UTA",127,108,4.9,3,0.182,0.2,0.1,0.3,1.2,19.5,15.6,24.4,20.1,6.9,1,4.4,13.9,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522",1379,1379,"Miles McBride",7.9,"2021-22","2024-25","21-24",236,0,17.2,2.3,5.6,1.1,2.3,1.2,3.3,0.6,0.7,0.4,1.1,1.5,1.8,0.7,0.1,0.4,1.4,6.3,0.405,0.469,0.36,0.78,0.531,0.511,"G","NYK",117,115,4.1,3.8,0.093,-1.5,0.6,-0.8,1.2,11.4,2.7,7.1,4.9,13.9,2.1,0.8,6.7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523",1387,1387,"Isaiah Jackson",7.7,"2021-22","2024-25","20-23",163,0,15,2.8,4.8,2.8,4.6,0,0.2,1.4,2.1,1.7,2.6,4.3,0.7,0.6,1.3,0.8,2.4,7.2,0.595,0.613,0.206,0.671,0.626,0.599,"C-F","IND",122,112,4.5,3.2,0.151,-1,0.9,-0.1,1.1,19.4,12.7,19.3,16,6.5,1.8,7.4,12.6,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524",1389,1389,"Furkan Korkmaz",7.6,"2017-18","2023-24","20-26",328,0,16.6,2.4,5.8,1.1,2.4,1.2,3.5,0.9,1.1,0.3,1.7,2,1.2,0.5,0.1,0.7,1,6.8,0.406,0.479,0.356,0.761,0.539,0.511,"G","PHI",107,112,2.2,5.5,0.067,-1.4,-0.6,-2,0.1,11.2,1.7,11.2,6.5,10.2,1.6,0.7,9.3,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525",1392,1392,"Jaylin Williams",7.6,"2022-23","2024-25","20-22",165,0,15.7,1.8,4.1,0.8,1.7,1,2.5,0.6,0.8,0.8,3.7,4.5,1.9,0.5,0.4,0.6,1.7,5.1,0.43,0.491,0.39,0.752,0.57,0.548,"F","OKC",120,109,3.1,4.4,0.14,-0.6,1.7,1.1,2,13.3,5.4,25.2,15.4,14.7,1.4,2.5,12.6,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526",1395,1395,"Keon Ellis",7.5,"2022-23","2024-25","23-25",153,0,19.6,2.2,4.7,0.8,1.4,1.4,3.3,0.7,0.8,0.6,1.6,2.2,1.4,1.2,0.6,0.7,1.9,6.5,0.479,0.597,0.429,0.805,0.651,0.63,"G","SAC",125,114,4,3.5,0.12,-0.4,2,1.6,2.8,13,3.6,9.4,6.4,9.1,2.9,3,12.4,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527",1396,1396,"Victor Wembanyama",7.5,"2023-24","2024-25","20-21",117,1,31.1,8.2,17.5,5.9,10.6,2.3,6.8,3.8,4.8,2.1,8.7,10.8,3.8,1.2,3.7,3.5,2.2,22.5,0.469,0.553,0.339,0.809,0.577,0.535,"C-F","SAS",106,107,0.3,7.2,0.099,2.6,3.2,5.7,7.1,23.5,7.2,30.3,18.7,20.2,1.8,10.2,15.2,31.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"528",1397,1397,"Haywood Highsmith",7.5,"2018-19","2024-25","22-28",218,0,20,2,4.6,1.1,1.9,1,2.6,0.3,0.5,0.9,2.2,3.1,1.1,0.7,0.4,0.6,1.7,5.4,0.449,0.548,0.374,0.605,0.562,0.555,"F","MIA,PHI",112,113,2,5.5,0.082,-2.7,0.8,-1.9,0.1,9.8,5.3,12.5,8.9,7.4,1.8,2,11.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529",1398,1398,"Keita Bates-Diop",7.4,"2018-19","2023-24","23-28",283,0,16.1,2.2,4.7,1.7,3.2,0.5,1.5,1,1.3,0.7,2.3,3,0.9,0.5,0.3,0.5,0.9,6,0.474,0.543,0.333,0.751,0.565,0.529,"F","BRK,DEN,MIN,PHO,SAS",114,115,3.9,3.6,0.078,-1.2,-0.4,-1.6,0.5,12.7,4.9,15.3,10,7.2,1.5,1.8,9.3,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530",1409,1409,"Cody Martin",7.2,"2019-20","2024-25","24-29",259,0,21.9,2.3,5.4,1.7,3.3,0.6,2.1,0.8,1.2,1,2.7,3.7,2.2,1,0.4,0.9,1.6,6.2,0.436,0.518,0.308,0.661,0.52,0.496,"G-F","CHO,PHO",109,114,2.2,5,0.061,-2.5,0.8,-1.7,0.4,11.2,4.7,13.8,9.1,14.1,2.2,1.7,13.6,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531",1410,1410,"Jose Alvarado",7.2,"2021-22","2024-25","23-26",227,0,20,3,7.3,1.6,3.4,1.3,3.8,0.9,1.1,0.5,1.8,2.2,3.1,1.2,0.2,1.1,1.7,8.2,0.411,0.482,0.348,0.757,0.526,0.503,"G","NOP",110,114,2.4,4.8,0.076,-1.2,0.7,-0.4,1.8,13.3,2.5,9.9,6.2,22.4,2.9,1,12.3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532",1412,1412,"Jahlil Okafor",7.2,"2015-16","2024-25","20-29",248,0,19.5,4.4,8.1,4.4,8,0,0.1,1.5,2.2,1.5,3.2,4.7,0.9,0.3,0.8,1.4,2.1,10.3,0.542,0.546,0.222,0.676,0.568,0.543,"C-F","BRK,DET,IND,NOP,PHI",105,111,3.3,3.9,0.071,-1.1,-0.9,-2,0,16.4,8.3,17.8,13,8.1,0.7,3.2,13.3,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533",1414,1414,"Toumani Camara",7.2,"2023-24","2024-25","23-24",148,0,29,3.5,7.8,2.2,4.2,1.3,3.6,1.1,1.5,2.1,3.3,5.4,1.8,1.2,0.6,1.3,2.7,9.5,0.455,0.534,0.363,0.738,0.562,0.539,"F","POR",115,116,3.1,4.1,0.08,-1.8,0.5,-1.3,0.7,11.8,7.7,12.9,10.2,8.6,2.1,1.8,13.3,14.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"534",1419,1419,"Oshae Brissett",7,"2019-20","2024-25","21-26",233,0,17.5,2.2,5.2,1.4,2.8,0.8,2.4,1.4,2.1,1.2,2.7,3.9,0.8,0.5,0.3,0.6,1.3,6.6,0.419,0.489,0.337,0.694,0.54,0.497,"F","BOS,IND,PHI,TOR",114,115,3.7,3.3,0.083,-1.2,-1.1,-2.3,-0.3,12.5,7.5,16.9,12.2,6.2,1.5,1.6,8.6,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535",1420,1420,"Cade Cunningham",7,"2021-22","2024-25","20-23",208,1,33.7,8.3,18.6,6.4,13,1.9,5.7,3.5,4.1,0.8,4.6,5.4,7.4,1,0.6,3.8,2.8,22.1,0.446,0.493,0.339,0.853,0.539,0.497,"G","DET",106,116,1,6,0.048,1.6,-0.6,1,5.2,16.9,2.4,15.4,8.8,36.5,1.5,1.6,15.7,30.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"536",1427,1427,"Jericho Sims",6.9,"2021-22","2024-25","23-26",191,0,13.5,1.1,1.5,1.1,1.5,0,0,0.3,0.4,1.5,2.5,4,0.5,0.2,0.5,0.5,1.4,2.4,0.714,0.717,0,0.585,0.709,0.714,"F","MIL,NYK",135,113,3.7,3.1,0.128,-2.2,0.6,-1.7,0.2,11.7,12.3,20,16.1,5.2,0.8,3.2,22.9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537",1430,1430,"Sam Merrill",6.8,"2020-21","2024-25","24-28",173,0,16.3,2.2,5.4,0.4,0.7,1.8,4.7,0.4,0.4,0.4,1.5,1.9,1.4,0.5,0.1,0.4,1.3,6.5,0.405,0.528,0.386,0.925,0.587,0.573,"G","CLE,MEM,MIL",122,115,4,2.8,0.116,0.1,0,0.2,1.5,11.9,2.7,9.8,6.3,11.5,1.4,0.6,6.4,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538",1438,1438,"Zeke Nnaji",6.7,"2020-21","2024-25","20-24",251,0,12,1.6,3.1,1.2,2,0.4,1.1,0.6,1,0.9,1.3,2.3,0.4,0.3,0.5,0.4,1.4,4.2,0.509,0.592,0.362,0.653,0.595,0.574,"F","DEN",119,114,3.6,3.1,0.107,-2,-0.6,-2.6,-0.4,12.5,8.8,12.2,10.6,4.3,1.3,3.4,10.3,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539",1447,1447,"Dante Exum",6.6,"2014-15","2024-25","19-29",320,0,18.8,2.3,5.3,1.5,3.1,0.8,2.2,0.9,1.1,0.4,1.6,1.9,2.3,0.4,0.2,1.2,1.7,6.2,0.435,0.501,0.343,0.765,0.538,0.507,"G","CLE,DAL,UTA",105,112,2,4.6,0.053,-2.4,-0.4,-2.8,-1.2,9.6,2.3,9.3,5.8,17.8,1.1,0.7,17,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"540",1455,1455,"Trendon Watford",6.4,"2021-22","2024-25","21-24",217,0,17.6,3,5.8,2.6,4.6,0.4,1.2,1.4,1.9,0.9,2.8,3.6,1.9,0.5,0.3,1.2,2,7.9,0.52,0.565,0.349,0.758,0.595,0.556,"F","BRK,POR",114,117,3.6,2.9,0.081,-1.5,-0.3,-1.8,0.2,14.4,5.3,18.2,11.6,16.6,1.4,1.8,15.4,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541",1464,1464,"Jaime Jaquez Jr.",6.3,"2023-24","2024-25","22-23",141,0,24.7,3.9,8.2,3.2,5.9,0.7,2.3,1.8,2.2,1.2,2.9,4.1,2.6,1,0.2,1.5,1.8,10.3,0.478,0.539,0.318,0.785,0.562,0.522,"G-F","MIA",111,113,1.8,4.5,0.087,-1.9,0.4,-1.5,0.4,13.4,5.3,13.1,9.2,15.5,2,0.9,13.8,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542",1471,1471,"Bennedict Mathurin",6.2,"2022-23","2024-25","20-22",209,0,28.3,5.3,11.8,3.9,7.9,1.3,3.9,4,4.8,1.1,3.4,4.5,1.8,0.6,0.2,1.8,2.1,15.9,0.446,0.497,0.342,0.828,0.569,0.502,"G-F","IND",110,119,3,3.2,0.051,-1.2,-2.1,-3.3,-2,13.3,4.4,13.2,8.8,8.6,1,0.7,11.7,23.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543",1472,1472,"Kevin Porter Jr.",6.2,"2019-20","2024-25","19-24",271,0,27.3,5,11.6,3.3,6.8,1.7,4.8,2.2,3,0.7,3.4,4.1,4.6,1.1,0.3,2.6,2.3,13.9,0.435,0.493,0.351,0.734,0.541,0.507,"G","CLE,HOU,LAC,MIL",105,116,1.1,5.1,0.04,-0.6,-0.8,-1.4,1.2,14.1,3,13.7,8.3,25.8,1.9,0.9,16.7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544",1475,1475,"Hamidou Diallo",6.2,"2018-19","2023-24","20-25",265,0,18.6,3.4,6.9,3.1,5.9,0.3,1,1.4,2.3,1,2.8,3.8,1.1,0.8,0.3,1.1,2.2,8.6,0.495,0.534,0.274,0.623,0.54,0.516,"G","DET,OKC,WAS",105,112,0.7,5.5,0.06,-2.5,0.4,-2.1,-0.1,13.6,5.8,16.7,11.1,9.3,2.2,1.4,11.8,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545",1481,1481,"Paul Silas",6.1,"1978-79","1979-80","35-36",164,0,21.7,1.7,4.3,1.7,4.3,0,0,1.3,2,2.8,3.3,6.2,1.1,0.3,0.1,1.1,1.8,4.7,0.404,0.404,0,0.621,0.456,0.404,"F-C","SEA",102,102,1.5,4.6,0.082,-1.5,-0.5,-2,0,9.4,13.7,16.3,15,6.3,0.7,0.4,17.6,11.4,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
"546",1486,1486,"Andrew Nembhard",6.1,"2022-23","2024-25","23-25",208,0,27.2,3.8,8.2,2.8,5.3,1,2.9,1,1.2,0.5,2.2,2.7,4.6,1,0.1,1.6,2.3,9.6,0.464,0.536,0.335,0.795,0.547,0.524,"G","IND",111,119,2.8,3.2,0.051,-2.2,-0.3,-2.6,-0.8,10.9,2.1,8.9,5.5,21.7,1.8,0.5,15.7,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547",1487,1487,"Ryan Arcidiacono",6,"2017-18","2023-24","23-29",257,0,15.3,1.4,3.3,0.7,1.4,0.7,1.9,0.5,0.6,0.2,1.6,1.8,1.9,0.5,0,0.5,1.4,4,0.421,0.492,0.369,0.807,0.558,0.527,"G","CHI,NYK,POR",115,115,3.7,2.4,0.074,-2.8,0.1,-2.8,-0.8,9.8,1.4,11.3,6.3,16.9,1.5,0.2,12.7,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548",1489,1489,"Talen Horton-Tucker",6,"2019-20","2024-25","19-24",305,0,19.5,3.4,8,2.6,5.2,0.8,2.7,1.6,2.1,0.5,2.1,2.6,2.8,0.8,0.4,1.4,1.8,9.2,0.427,0.494,0.299,0.771,0.519,0.478,"G-F","CHI,LAL,UTA",105,114,0.3,5.7,0.049,-2,0,-2,0,12.8,2.7,11.9,7.3,20.9,1.9,1.6,13.6,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549",1492,1492,"Davion Mitchell",6,"2021-22","2024-25","23-26",301,0,22.1,3,6.8,2,3.8,1,2.9,0.6,0.8,0.3,1.4,1.8,3.3,0.6,0.2,1.2,1.7,7.6,0.442,0.517,0.344,0.698,0.53,0.517,"G","MIA,SAC,TOR",108,118,2.3,3.7,0.043,-2.4,-0.7,-3.1,-1.9,10.1,1.7,7.2,4.4,20.7,1.4,0.8,13.9,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550",1505,1505,"Juan Toscano-Anderson",5.7,"2019-20","2023-24","26-30",202,0,15.5,1.6,3.3,1.2,2,0.4,1.2,0.4,0.6,0.5,2.5,3,1.8,0.6,0.3,0.9,1.7,4.1,0.502,0.605,0.329,0.646,0.577,0.563,"F","GSW,LAL,SAC,UTA",110,110,1.4,4.3,0.088,-3.1,1.8,-1.3,0.6,10.4,3.4,17.1,10.4,16,1.8,1.7,20.1,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551",1506,1506,"Jeremiah Robinson-Earl",5.7,"2021-22","2024-25","21-24",197,0,17.6,2.3,5.1,1.4,2.7,0.8,2.4,0.7,0.8,1.4,2.9,4.3,1,0.5,0.2,0.6,1.3,6,0.441,0.529,0.342,0.796,0.548,0.522,"F","NOP,OKC",115,116,2.9,2.7,0.079,-1.3,-0.9,-2.1,-0.1,12.4,8.4,17.7,12.9,8.1,1.4,1,10.3,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
