"","X","RK","PLAYER","WS","FROM","TO","AGE","G","AS","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG_PERCENT","X2P_PERCENT","X3P_PERCENT","FT_PERCENT","TS_PERCENT","E_FG_PERCENT","POS","TEAM","O_RTG","D_RTG","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","PER","ORB_PERCENT","DRB_PERCENT","TRB_PERCENT","AST_PERCENT","STL_PERCENT","BLK_PERCENT","TOV_PERCENT","USG_PERCENT","MVP","ROY","DPOY","SMOY","MIP","FMVP","AMVP","ALLNBA_1ST","ALLNBA_2ND","ALLNBA_3RD","ALLDEF_1ST","ALLDEF_2ND","NBA_75TH","OLYMPICS","HOF"
"308",532,532,"Malcolm Brogdon",33.4,"2016-17","2024-25","24-32",463,0,29.1,5.6,12.1,4,8,1.6,4.2,2.4,2.8,0.8,3.4,4.1,4.7,0.8,0.2,1.7,1.8,15.3,0.463,0.502,0.388,0.874,0.572,0.53,"G","BOS,IND,MIL,POR,WAS",115,113,22.3,11.1,0.119,1.7,-0.4,1.3,11.2,16.9,3,12.6,7.8,24.3,1.3,0.7,11.3,22.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"309",536,536,"Jusuf Nurkic",33.2,"2014-15","2024-25","20-30",590,0,24.3,4.6,9.3,4.4,8.5,0.2,0.8,2.3,3.5,2.5,6.3,8.8,2.5,0.9,1.1,2.1,3.1,11.8,0.501,0.521,0.285,0.667,0.548,0.513,"C","CHO,DEN,PHO,POR",108,107,11.5,21.7,0.111,-0.7,1.1,0.4,8.6,18.7,11.3,28.6,20,15.7,1.8,3.8,16.5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310",537,537,"Lauri Markkanen",33.1,"2017-18","2024-25","20-27",450,1,31,6.3,13.8,3.7,7,2.5,6.8,3.1,3.6,1.4,5.7,7.1,1.5,0.7,0.5,1.4,1.9,18.2,0.455,0.537,0.371,0.867,0.592,0.547,"F-C","CHI,CLE,UTA",116,114,21.6,11.5,0.114,2.1,-1.1,1,10.6,17.3,4.9,20.2,12.5,7.4,1.1,1.4,8.3,23.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"311",538,538,"Bismack Biyombo",33.1,"2011-12","2024-25","19-32",867,0,19.5,2,3.7,2,3.7,0,0,1.1,2,1.9,4,5.9,0.7,0.3,1.3,0.9,2.2,5.1,0.537,0.537,0,0.551,0.554,0.537,"C-F","CHA,CHO,MEM,OKC,ORL,PHO,SAS,TOR",109,107,12.3,20.8,0.094,-3,0.4,-2.6,-2.4,13,10.6,23.1,16.8,5,0.7,5.4,16.7,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312",539,539,"Andrew Wiggins",33.1,"2014-15","2024-25","19-29",766,1,33.8,6.9,15.3,5.4,11.1,1.5,4.2,3.3,4.5,1.3,3.2,4.5,2.3,1,0.7,1.9,2.2,18.5,0.449,0.485,0.356,0.725,0.536,0.498,"F-G","GSW,MIA,MIN",106,113,16.5,16.6,0.061,0,-1.4,-1.4,4.2,14.7,4.3,10.4,7.3,10.8,1.4,1.8,9.7,24.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"313",546,546,"Dennis Schroder",32.7,"2013-14","2024-25","20-31",842,0,27.3,5.1,11.8,3.8,8.1,1.3,3.7,2.5,3,0.4,2.5,2.9,4.9,0.8,0.1,2.2,2.1,13.9,0.432,0.472,0.342,0.836,0.531,0.485,"G","ATL,BOS,BRK,DET,GSW,HOU,LAL,OKC,TOR",105,112,12,20.7,0.068,-0.6,-0.9,-1.5,3,14.1,1.7,9.9,5.8,28.1,1.5,0.5,14.6,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314",550,550,"Norman Powell",32.4,"2015-16","2024-25","22-31",617,0,24.2,4.6,9.8,2.9,5.5,1.7,4.3,2.3,2.8,0.4,2.3,2.7,1.5,0.8,0.3,1.3,1.9,13.2,0.471,0.528,0.398,0.824,0.6,0.558,"G","LAC,POR,TOR",114,113,18.6,13.8,0.104,0.4,-0.4,0,7.7,15.1,1.6,10.5,6.1,9.7,1.7,1,10.2,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315",555,555,"Cory Joseph",32.1,"2011-12","2024-25","20-33",866,0,21.1,2.6,5.8,2,4.1,0.6,1.7,1,1.2,0.5,1.9,2.4,2.9,0.7,0.2,1,1.6,6.7,0.44,0.478,0.35,0.786,0.526,0.492,"G","DET,GSW,IND,ORL,SAC,SAS,TOR",110,111,15.9,16.2,0.084,-1.5,0.3,-1.1,4,12,2.5,10.3,6.4,19.7,1.7,0.9,13.3,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316",558,558,"T.J. McConnell",32,"2015-16","2024-25","23-32",706,0,21.1,3.4,6.6,3.2,5.9,0.2,0.7,0.6,0.7,0.5,2.4,2.9,5,1.2,0.2,1.6,1.4,7.6,0.516,0.537,0.345,0.778,0.551,0.535,"G","IND,PHI",112,111,15.9,16.1,0.103,-0.5,0.9,0.3,8.8,15.7,2.8,12.2,7.5,34.3,2.7,0.7,18.7,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317",559,559,"Truck Robinson",32,"1978-79","1984-85","27-33",455,1,34.5,6.5,13,6.5,13,0,0,3.1,4.7,2.6,6.8,9.4,1.9,0.7,0.6,2.8,3,16.1,0.498,0.498,1,0.661,0.533,0.499,"F-C","NOJ,NYK,PHO",101,102,8.2,23.8,0.098,-0.8,-0.6,-1.4,2.5,14.2,8.7,21.6,15.2,8.1,0.9,0.9,15.9,20.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"318",562,562,"Billy Knight",31.8,"1978-79","1984-85","26-32",540,0,24.3,5.1,10,5.1,9.8,0.1,0.3,3.1,3.7,1.5,2.3,3.8,1.9,0.8,0.1,2,1.6,13.5,0.513,0.518,0.274,0.837,0.577,0.516,"G-F","BOS,IND,KCK,SAS",110,109,23,8.8,0.116,1.6,-1.3,0.4,7.8,16.9,6.5,10.6,8.5,11.2,1.5,0.3,14.7,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319",563,563,"Robert Covington",31.8,"2013-14","2023-24","23-33",614,0,28.2,3.6,8.9,1.6,3.2,2.1,5.7,1.5,1.8,0.9,4.6,5.5,1.4,1.5,0.9,1.4,2.8,10.8,0.409,0.492,0.362,0.811,0.557,0.524,"F-C","HOU,LAC,MIN,PHI,POR",106,107,8.3,23.5,0.088,-0.8,1.4,0.5,11,13.1,3.4,17.9,10.6,7.6,2.6,2.8,12.6,16.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"320",564,564,"Alec Burks",31.7,"2011-12","2024-25","20-33",791,0,22.2,3.5,8.4,2.3,5.2,1.2,3.2,2.4,2.9,0.5,2.8,3.3,1.9,0.7,0.2,1.1,1.8,10.6,0.415,0.433,0.386,0.805,0.545,0.488,"G","CLE,DET,GSW,MIA,NYK,PHI,SAC,UTA",109,112,17.3,14.5,0.087,-0.1,-0.4,-0.5,6.6,14.1,2.7,14.2,8.4,13.7,1.5,0.8,10.5,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321",568,568,"OG Anunoby",31.4,"2017-18","2024-25","20-27",492,0,30.2,4.8,10.2,3.1,5.5,1.8,4.7,1.4,1.9,1.1,3.2,4.4,1.7,1.3,0.6,1.3,2.4,12.9,0.474,0.558,0.375,0.761,0.583,0.56,"F","NYK,TOR",113,111,13.7,17.7,0.101,-0.4,0.6,0.2,8.3,13.5,4,12,8,8.1,2.1,1.8,10.7,17.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"322",571,571,"Daniel Gafford",31.1,"2019-20","2024-25","21-26",378,0,19.8,3.8,5.4,3.8,5.4,0,0,1.6,2.3,2.2,3.5,5.6,1.1,0.5,1.5,1,2.5,9.3,0.709,0.71,0,0.672,0.718,0.709,"C-F","CHI,DAL,WAS",135,111,21.4,9.7,0.199,0.7,1.2,1.9,7.4,21.4,12,19,15.5,7.9,1.2,6.7,12.9,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323",575,575,"Richaun Holmes",30.7,"2015-16","2024-25","22-31",489,0,19.1,3.5,5.8,3.4,5.4,0.1,0.4,1.4,1.9,1.7,3.6,5.3,1,0.5,0.9,0.8,2.5,8.5,0.605,0.628,0.269,0.751,0.644,0.614,"C-F","DAL,PHI,PHO,SAC,WAS",125,111,21.3,9.4,0.158,-0.1,0.2,0.1,5,18.5,9.9,20.7,15.3,7.9,1.3,4.1,11.1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324",578,578,"Terry Rozier",30.6,"2015-16","2024-25","21-30",665,0,27.6,5.1,12.1,3,6.5,2,5.6,1.8,2.1,0.7,3.3,3.9,3.5,0.9,0.2,1.3,1.5,13.9,0.418,0.468,0.361,0.829,0.534,0.502,"G","BOS,CHO,MIA",109,113,13.8,16.8,0.08,0.6,-0.4,0.2,10.1,14.7,2.6,13,7.7,19.8,1.6,0.8,9.4,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325",581,581,"Evan Fournier",30.5,"2012-13","2023-24","20-31",704,0,27.7,4.9,11.1,3,6,1.9,5.2,1.9,2.4,0.4,2.3,2.7,2.5,0.9,0.2,1.5,2.3,13.6,0.441,0.498,0.374,0.799,0.561,0.527,"G-F","BOS,DEN,DET,NYK,ORL",108,112,17,13.5,0.075,-0.4,-0.7,-1.1,4.3,13.5,1.5,9.1,5.2,14.3,1.6,0.5,11.2,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326",587,587,"Scott Wedman",30.2,"1978-79","1986-87","26-34",582,1,25.3,5.3,11,5.2,10.6,0.2,0.5,1.3,1.7,1.3,2.6,3.9,1.7,0.8,0.3,1.2,2.6,12.2,0.486,0.492,0.335,0.759,0.517,0.493,"F-G","BOS,CLE,KCK",106,106,15.2,15,0.099,-0.1,-0.4,-0.5,5.7,14.3,5.7,11.5,8.6,10,1.5,0.7,9.6,20.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"327",589,589,"Royce O'Neale",30.1,"2017-18","2024-25","24-31",600,0,26.2,2.5,5.9,1,1.9,1.5,4,0.5,0.7,0.7,4.1,4.8,2.4,0.8,0.4,1,2.3,7.1,0.426,0.512,0.385,0.77,0.572,0.557,"F","BRK,PHO,UTA",114,111,11.4,18.7,0.092,-1.3,1.4,0.2,8.6,10.2,2.8,16.9,10.1,12.2,1.5,1.4,13.9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328",606,606,"Delon Wright",28.9,"2015-16","2024-25","23-32",548,0,20.4,2.4,5.5,1.8,3.6,0.7,1.9,1.1,1.4,0.8,2.2,3,3,1.2,0.3,0.9,1,6.7,0.447,0.499,0.348,0.799,0.548,0.507,"G","ATL,DAL,DET,MEM,MIA,MIL,NYK,SAC,TOR,WAS",117,110,15.5,13.5,0.124,0,1.9,1.9,11.1,15.1,4.2,11.9,8.1,20.2,2.9,1.4,12.5,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329",609,609,"Jaren Jackson Jr.",28.8,"2018-19","2024-25","19-25",407,2,28.6,6.5,14,4.8,9.1,1.7,4.9,3.7,4.6,1.3,4.2,5.5,1.5,1,1.9,1.9,3.6,18.5,0.466,0.529,0.351,0.792,0.575,0.528,"F","MEM",111,109,10.9,17.9,0.119,0.1,0.8,0.9,8.7,18.1,5,15.9,10.4,8.2,1.7,6.1,10.4,26.2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0
"330",621,621,"Dorian Finney-Smith",28.4,"2016-17","2024-25","23-31",591,0,28,3,7,1.5,2.7,1.6,4.3,0.7,0.9,1.5,3,4.5,1.4,0.8,0.4,0.9,2.2,8.3,0.436,0.556,0.362,0.718,0.563,0.548,"F","BRK,DAL,LAL",114,113,13.6,14.8,0.083,-1.2,0.1,-1,4,10.7,5.9,12,8.9,7.2,1.5,1.4,10.6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331",624,624,"Evan Mobley",28.3,"2021-22","2024-25","20-23",269,1,32.5,6.6,12,6,10.2,0.6,1.8,2.7,3.8,2.2,6.7,9,2.9,0.8,1.6,1.9,2.4,16.4,0.548,0.589,0.315,0.694,0.598,0.571,"F-C","CLE",118,108,13.3,15,0.155,0.7,1.6,2.3,9.5,18.9,7.9,22.8,15.5,13.5,1.3,4.3,12.2,21.1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0
"332",630,630,"Isaiah Hartenstein",28,"2018-19","2024-25","20-26",379,0,19.5,2.8,4.8,2.8,4.5,0.1,0.3,1.1,1.6,2.2,4.2,6.4,2,0.7,0.9,1.1,2.5,6.8,0.592,0.613,0.255,0.686,0.622,0.6,"F","CLE,DEN,HOU,LAC,NYK,OKC",126,107,14.8,13.2,0.182,-0.2,2.3,2.1,7.6,18,12.7,23.2,18,14.4,1.8,4.4,16.6,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333",638,638,"Buddy Hield",27.7,"2016-17","2024-25","24-32",714,0,28.3,5.4,12.6,2.5,5.1,3,7.5,1.2,1.4,0.7,3.4,4.1,2.5,0.9,0.3,1.6,2,15,0.433,0.485,0.397,0.858,0.57,0.551,"G-F","GSW,IND,NOP,PHI,SAC",109,115,14.6,13.1,0.066,1.4,-1.1,0.3,11.5,14.3,2.8,13.3,8,13.2,1.5,1,10.9,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334",639,639,"Josh Richardson",27.7,"2015-16","2024-25","22-31",554,0,28.5,4.2,9.8,2.6,5.5,1.6,4.3,1.5,1.8,0.7,2.4,3,2.6,1,0.5,1.3,2.2,11.5,0.428,0.48,0.363,0.846,0.543,0.509,"G","BOS,DAL,MIA,NOP,PHI,SAS",109,111,10.8,16.8,0.084,-1,0.4,-0.6,5.5,12.4,2.6,9.1,5.9,13.6,1.8,1.6,11.1,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335",648,648,"James Johnson",27.4,"2009-10","2024-25","22-37",786,0,19.8,2.9,6.2,2.5,4.6,0.5,1.6,1.1,1.6,0.8,2.7,3.5,2,0.7,0.8,1.3,2.2,7.4,0.473,0.535,0.3,0.678,0.538,0.512,"F","BRK,CHI,DAL,IND,MEM,MIA,MIN,NOP,SAC,TOR",104,106,7.3,20.1,0.084,-1.1,1.4,0.4,9.3,13.9,4.4,15.3,9.8,15.9,1.9,3.5,16.2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"336",649,649,"Markieff Morris",27.3,"2011-12","2024-25","22-35",791,0,23.3,3.9,8.9,3.1,6.4,0.8,2.4,1.5,1.9,1.1,3.7,4.9,1.5,0.8,0.5,1.4,2.6,10.2,0.443,0.482,0.341,0.779,0.525,0.49,"F","BRK,DAL,DET,LAL,MIA,OKC,PHO,WAS",103,108,7.7,19.6,0.071,-1.5,0,-1.5,2.3,13.4,5.4,18,11.6,10.3,1.6,1.6,12.7,20.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337",650,650,"Brandon Ingram",27.3,"2016-17","2024-25","19-27",495,1,33,7.1,15.2,5.7,11.4,1.4,3.8,3.9,4.9,0.7,4.5,5.2,4.3,0.7,0.6,2.6,2.4,19.5,0.468,0.503,0.363,0.788,0.561,0.513,"F","LAL,NOP",109,114,14.7,12.6,0.08,0.8,-0.7,0.1,8.6,16.1,2.4,14.7,8.5,20.6,1.1,1.5,12.8,25.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"338",655,655,"Wendell Carter Jr.",27.1,"2018-19","2024-25","19-25",383,0,27.3,4.5,8.8,3.8,6.5,0.7,2.3,2.2,3,2.3,6,8.3,2,0.6,0.7,1.5,2.9,11.9,0.509,0.577,0.316,0.729,0.586,0.55,"C","CHI,ORL",116,110,13.1,14,0.124,-0.6,0.3,-0.3,4.5,16.2,9.2,24.7,16.8,11.3,1.2,2.5,13,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339",663,663,"Gary Harris",26.8,"2014-15","2024-25","20-30",618,0,27,3.8,8.6,2.4,4.6,1.5,4,1.3,1.6,0.6,1.7,2.3,1.8,1.1,0.2,1,1.7,10.4,0.446,0.512,0.369,0.81,0.56,0.531,"G","DEN,ORL",111,113,14.8,12,0.077,-1.3,-0.1,-1.4,2.7,11.9,2.3,7.1,4.7,10,2,0.7,9.9,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"340",669,669,"D'Angelo Russell",26.5,"2015-16","2024-25","19-28",629,1,29.8,6.2,14.5,3.7,7.7,2.5,6.9,2.3,2.9,0.5,2.9,3.4,5.7,1.1,0.3,2.6,1.9,17.3,0.427,0.483,0.365,0.796,0.545,0.513,"G","BRK,GSW,LAL,MIN",107,114,13.5,13,0.068,1.8,-1.2,0.6,12.4,16.2,1.7,10.6,6.1,30.9,1.7,1,14.2,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341",671,671,"Tyrese Maxey",26.5,"2020-21","2024-25","20-24",318,1,32,7,15.2,4.8,9.5,2.2,5.7,3.3,3.8,0.3,2.6,3,4.4,0.9,0.3,1.4,2,19.5,0.461,0.51,0.381,0.866,0.577,0.533,"G","PHI",118,116,18.7,7.8,0.125,2.3,-1,1.3,8.6,17.8,1.2,9.3,5.3,22.4,1.4,1,7.7,25.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"342",673,673,"Michael Porter Jr.",26.5,"2019-20","2024-25","21-26",345,0,29.1,6.2,12.3,3.7,6.3,2.4,6,1.5,1.9,1.4,5,6.4,1.4,0.6,0.6,1.2,1.9,16.2,0.5,0.589,0.406,0.795,0.618,0.599,"F","DEN",119,114,16.3,10.1,0.127,2,-1.3,0.7,6.8,17.1,5.4,18.9,12.3,6.9,1,1.8,8.2,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343",678,678,"Dejounte Murray",26.2,"2016-17","2024-25","20-28",503,1,29.3,6.2,13.6,5,10.1,1.2,3.5,2,2.5,0.9,4.9,5.8,5.4,1.5,0.3,2.1,1.8,15.5,0.453,0.493,0.34,0.79,0.527,0.497,"G","ATL,NOP,SAS",108,112,9.6,16.6,0.085,0.7,0.7,1.4,12.6,17.3,3.3,18.3,10.7,27.8,2.4,0.8,12.5,24.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"344",680,680,"Nic Claxton",26.1,"2019-20","2024-25","20-25",311,0,25.8,4.5,7.1,4.5,6.9,0,0.1,1.3,2.5,2.2,5.5,7.7,1.7,0.7,1.7,1.1,2.3,10.3,0.636,0.644,0.2,0.537,0.634,0.638,"C","BRK",125,110,14.1,12,0.156,-0.1,1.5,1.3,6.8,18.5,9.5,23.8,16.6,10.1,1.4,6,11.9,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"345",686,686,"Tom Owens",26,"1978-79","1982-83","29-33",360,0,25.8,5.1,9.9,5.1,9.9,0,0,2.6,3.4,2.3,4.2,6.5,2.2,0.5,0.6,2,3.5,12.8,0.511,0.512,0.25,0.774,0.56,0.511,"C-F","DET,IND,POR",110,105,15.9,10.1,0.134,0.7,-0.3,0.4,5.6,16.8,9.6,17.9,13.7,12.7,1,1.3,15.2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346",688,688,"Chris Boucher",25.9,"2017-18","2024-25","25-32",407,0,17.7,3.2,6.5,2.2,3.8,0.9,2.7,1.7,2.1,1.7,3.4,5.1,0.5,0.5,0.9,0.5,1.9,8.9,0.488,0.596,0.339,0.779,0.6,0.559,"F","GSW,TOR",124,110,15.6,10.3,0.172,1.2,-0.2,1,5.6,19.1,10.4,21.6,15.8,4.2,1.3,5.1,6.8,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
