"","RK","PLAYER","WS","FROM","TO","AGE","G","AS","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG_PERCENT","X2P_PERCENT","X3P_PERCENT","FT_PERCENT","TS_PERCENT","E_FG_PERCENT","POS","TEAM","O_RTG","D_RTG","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","PER","ORB_PERCENT","DRB_PERCENT","TRB_PERCENT","AST_PERCENT","STL_PERCENT","BLK_PERCENT","TOV_PERCENT","USG_PERCENT","MVP","ROY","DPOY","SMOY","MIP","FMVP","AMVP","ALLNBA_1ST","ALLNBA_2ND","ALLNBA_3RD","ALLDEF_1ST","ALLDEF_2ND","NBA_75TH","OLYMPICS","HOF"
"2256",2256,"Jaylon Tyson",0.8,"2024-25","2024-25","22",47,0,9.6,1.4,3.2,0.9,1.9,0.4,1.2,0.4,0.5,0.8,1.3,2,0.9,0.3,0.1,0.6,1.1,3.6,0.43,0.484,0.345,0.792,0.523,0.497,"G","CLE",111,114,0.3,0.5,0.083,-2.4,-0.2,-2.7,-0.1,11.1,9.1,13.7,11.5,12.4,1.4,0.6,14,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2257",2257,"James Young",0.8,"2014-15","2017-18","19-22",95,0,8.5,0.8,2.2,0.4,0.8,0.4,1.4,0.3,0.5,0.2,0.8,1,0.3,0.3,0.1,0.2,0.6,2.3,0.367,0.534,0.277,0.563,0.474,0.457,"G-F","BOS,PHI",99,108,0.1,0.7,0.046,-3.1,-0.3,-3.4,-0.3,7.4,2.5,10.4,6.4,4.8,1.5,0.5,6.1,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2258",2258,"Trevor Wilson",0.8,"1990-91","1995-96","22-27",103,0,15.6,2.3,5,2.3,5,0,0,1.2,2,1.5,1.9,3.4,1,0.5,0.1,1.1,1.5,5.7,0.456,0.459,0,0.567,0.484,0.456,"F","ATL,LAL,PHI,SAC",97,110,-0.3,1,0.023,-2.1,-1.2,-3.4,-0.6,11.3,10.2,14,12.1,9.4,1.5,0.6,16.1,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2259",2259,"Paul Watson",0.8,"2019-20","2021-22","25-27",46,0,11.7,1.3,3.1,0.4,0.9,0.9,2.2,0.3,0.4,0.2,1.7,1.9,0.7,0.3,0.2,0.3,1.1,3.8,0.42,0.488,0.392,0.684,0.571,0.559,"G","ATL,OKC,TOR",110,113,0.3,0.5,0.069,-2,-0.3,-2.3,0,9.7,1.7,16.2,8.8,8.6,1.2,1.3,9.6,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2260",2260,"Phil Pressey",0.8,"2013-14","2015-16","22-24",148,0,13.6,1.2,3.4,0.8,2.1,0.3,1.3,0.5,0.8,0.2,1.2,1.5,2.9,0.8,0.1,1.1,1.2,3.2,0.341,0.392,0.254,0.63,0.419,0.388,"G","BOS,PHI,PHO",91,106,-1.4,2.1,0.018,-3.3,0.6,-2.7,-0.4,9.9,1.9,10.2,6,31.4,2.9,0.6,22.4,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2261",2261,"Dillon Jones",0.8,"2024-25","2024-25","23",54,0,10.2,0.9,2.5,0.6,1.3,0.3,1.2,0.3,0.5,0.6,1.7,2.2,1.1,0.3,0.1,0.5,1,2.5,0.383,0.5,0.254,0.607,0.464,0.444,"F","OKC",103,109,-0.1,0.9,0.067,-4.3,0.3,-4,-0.3,8.1,6,17.3,11.8,12.6,1.4,0.7,16.2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2262",2262,"Okaro White",0.8,"2016-17","2018-19","24-26",44,0,12.7,0.9,2.4,0.5,1.3,0.4,1.1,0.5,0.6,0.7,1.5,2.2,0.5,0.3,0.3,0.4,1.3,2.7,0.381,0.414,0.34,0.88,0.509,0.457,"F","MIA,WAS",105,109,0.2,0.6,0.067,-3.2,0.3,-2.9,-0.1,7.6,5.7,13.2,9.4,5.6,1,1.6,14.1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2263",2263,"Killian Tillie",0.8,"2020-21","2021-22","22-23",54,0,11.9,1.1,3.4,0.5,1.2,0.7,2.2,0.3,0.4,0.5,1.1,1.6,0.6,0.5,0.4,0.3,1.4,3.2,0.337,0.385,0.311,0.737,0.455,0.438,"F","MEM",102,110,-0.1,0.8,0.057,-3.7,0.7,-3,-0.2,7.9,4.3,9.5,6.9,5.8,2.1,3.2,7.2,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2264",2264,"Mike Batiste",0.8,"2002-03","2002-03","25",75,0,16.6,2.6,6.2,2.4,5.1,0.2,1.1,0.9,1.2,1.1,2.3,3.4,0.7,0.6,0.2,0.9,1.6,6.4,0.422,0.464,0.222,0.784,0.476,0.441,"F","MEM",96,107,0,0.7,0.029,-2.1,-1.4,-3.5,-0.5,12.2,7.5,15.6,11.6,6.9,1.7,0.9,12,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2265",2265,"Xavier Henry",0.8,"2010-11","2014-15","19-23",185,0,15.7,2,4.9,1.8,4.2,0.2,0.7,1.5,2.3,0.4,1.5,1.9,0.6,0.5,0.1,0.8,1.4,5.7,0.406,0.419,0.325,0.635,0.479,0.428,"G","LAL,MEM,NOH",95,110,-0.9,1.7,0.013,-3.7,-0.7,-4.4,-1.7,9.3,3.2,10.7,6.9,6.5,1.8,0.6,11.3,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2266",2266,"Ken Johnson",0.8,"1985-86","1985-86","23",64,0,12.7,1.8,3.3,1.8,3.3,0,0,0.6,1.3,1.4,2.4,3.8,0.3,0.2,0.3,0.9,2.3,4.1,0.528,0.528,0,0.435,0.523,0.528,"F","POR",98,108,0,0.8,0.044,-3.6,-1.4,-4.9,-0.6,9.3,12.5,21.3,16.9,3,0.7,1.5,19,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2267",2267,"Chris Chiozza",0.8,"2018-19","2021-22","23-26",91,0,11.4,1.2,3.5,0.6,1.6,0.6,1.9,0.2,0.3,0.2,1,1.3,2.4,0.5,0.1,0.9,1,3.3,0.353,0.366,0.343,0.8,0.462,0.446,"G","BRK,GSW,HOU,WAS",100,112,-0.3,1.1,0.035,-2.8,0,-2.8,-0.2,9.3,2.3,9.7,6.1,28.2,1.9,0.9,19.8,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2268",2268,"Reed Sheppard",0.8,"2024-25","2024-25","20",52,0,12.6,1.6,4.6,0.7,1.9,0.9,2.7,0.3,0.3,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1,4.4,0.351,0.371,0.338,0.813,0.465,0.452,"G","HOU",101,110,-0.3,1,0.055,-3,1.3,-1.7,0.1,9.7,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2269",2269,"James White",0.8,"2006-07","2012-13","24-30",67,0,8.7,1.1,2.4,0.8,1.7,0.3,0.7,0.3,0.5,0.1,0.9,1,0.5,0.3,0.1,0.4,0.8,2.7,0.438,0.482,0.34,0.676,0.514,0.491,"G-F","HOU,NYK,SAS",101,106,0.2,0.6,0.062,-3.1,-0.1,-3.2,-0.2,9.9,1.6,12.3,6.9,9.5,1.6,0.8,12.4,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2270",2270,"Jordan Hawkins",0.7,"2023-24","2024-25","21-22",123,0,20.2,3.1,8.2,1.3,3.1,1.8,5.1,1.2,1.4,0.4,2,2.5,1.1,0.4,0.2,0.8,1,9.2,0.376,0.424,0.348,0.826,0.517,0.485,"G","NOP",104,120,-0.4,1.1,0.014,-1.9,-2.4,-4.3,-1.5,9.9,2.4,11.2,6.8,7.7,1,1.2,8.2,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2271",2271,"Lynn Greer",0.7,"2006-07","2006-07","27",41,0,10.5,1.5,3.4,1,2.2,0.4,1.3,0.7,0.8,0,0.6,0.7,1.3,0.4,0,0.4,0.8,4.1,0.433,0.483,0.346,0.844,0.538,0.496,"G","MIL",112,113,0.7,0.1,0.083,-0.3,-1.1,-1.5,0.1,14,0.5,6.9,3.7,19,2,0.2,10.4,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2272",2272,"Ben Uzoh",0.7,"2010-11","2011-12","22-23",60,0,13.5,1.6,4.1,1.6,3.9,0.1,0.2,0.7,1.3,0.8,1.3,2.1,2.2,0.5,0.2,0.7,1,4,0.395,0.397,0.333,0.587,0.433,0.401,"G","CLE,NJN,TOR",98,108,0,0.7,0.044,-1.2,0.3,-0.8,0.3,13,7,11.6,9.3,26.7,2,1.1,13.8,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2273",2273,"Keyonte George",0.7,"2023-24","2024-25","20-21",142,0,29.1,4.8,12.2,2.5,5.5,2.3,6.7,3,3.6,0.3,3,3.3,5,0.6,0.1,2.6,1.4,14.8,0.391,0.454,0.339,0.831,0.536,0.484,"G","UTA",107,124,0.5,0.2,0.009,-0.8,-2.7,-3.5,-1.6,11.7,1.1,11.1,6.1,25,1,0.4,15.9,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2274",2274,"Doug Lee",0.7,"1991-92","1994-95","27-30",73,0,5.7,0.8,2,0.6,1.2,0.2,0.8,0.4,0.5,0.2,0.3,0.6,0.4,0.2,0.1,0.3,0.9,2.3,0.412,0.478,0.31,0.7,0.507,0.473,"G-F","NJN,SAC",109,110,0.4,0.3,0.086,-2.4,0,-2.4,0,11,4.2,6.7,5.4,10.9,2.1,0.8,10.8,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2275",2275,"Chris Richard",0.7,"2007-08","2009-10","23-25",70,0,11.1,0.8,1.7,0.8,1.7,0,0,0.3,0.5,1,1.8,2.8,0.4,0.3,0.2,0.5,1.9,1.9,0.483,0.483,0,0.605,0.509,0.483,"F","CHI,MIN",100,109,0.1,0.7,0.045,-5.2,-0.5,-5.7,-0.7,7.5,10.2,18.4,14.2,4.5,1.2,1.6,22.3,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2276",2276,"Jarvis Varnado",0.7,"2012-13","2013-14","24-25",37,0,10.7,1.1,1.8,1.1,1.8,0,0,0.8,1.5,0.6,1.4,1.9,0.4,0.3,0.8,0.4,1.9,2.9,0.582,0.582,0,0.518,0.584,0.582,"F","BOS,CHI,MIA,PHI",110,107,0.3,0.4,0.089,-4.4,1.1,-3.3,-0.1,11.5,5.6,14.5,9.9,5.9,1.4,6.2,14.9,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2277",2277,"Kelan Martin",0.7,"2019-20","2021-22","24-26",96,0,13.2,2.1,5.1,1.4,2.7,0.7,2.4,0.5,0.6,0.5,1.9,2.4,0.6,0.3,0.3,0.5,1.3,5.5,0.414,0.51,0.307,0.889,0.511,0.487,"F","BOS,IND,MIN",102,115,-0.1,0.8,0.028,-2.5,-1.1,-3.6,-0.5,10.4,4,15.8,9.8,6.9,1.1,1.8,8.9,18.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2278",2278,"Elliot Williams",0.7,"2011-12","2015-16","22-26",109,0,13.5,1.8,4.2,1.3,2.6,0.5,1.6,0.9,1.3,0.3,1.1,1.5,0.9,0.4,0.1,0.7,1.4,4.9,0.421,0.489,0.31,0.669,0.515,0.48,"G","MEM,NOP,PHI,POR,UTA",99,112,0.2,0.5,0.024,-3.4,-1.6,-4.9,-1.1,9.5,2.7,9.5,6,9.8,1.5,0.3,13,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2279",2279,"Isaac Jones",0.7,"2024-25","2024-25","24",40,0,7.6,1.4,2.1,1.3,1.9,0.1,0.2,0.6,0.9,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,0.651,0.68,0.375,0.639,0.678,0.669,"F","SAC",124,118,0.5,0.2,0.115,-0.9,-0.8,-1.7,0,15.2,8.1,12.9,10.5,5.6,0.8,3.2,13.9,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2280",2280,"Brandon Hunter",0.7,"2003-04","2004-05","23-24",67,0,9.4,1.3,2.8,1.3,2.8,0,0,0.6,1.2,1.1,1.7,2.8,0.3,0.3,0.1,0.7,1.2,3.3,0.476,0.484,0,0.488,0.489,0.476,"F","BOS,ORL",97,104,0.1,0.6,0.055,-2.2,-1.5,-3.7,-0.3,12.5,13.8,19.8,16.9,5.9,1.4,0.9,16.4,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2281",2281,"Andrae Patterson",0.7,"1998-99","1999-00","23-24",40,0,7.6,1.2,2.5,1.2,2.4,0,0.1,0.7,0.9,0.8,0.9,1.7,0.4,0.5,0.2,0.6,1.7,3,0.455,0.479,0,0.778,0.514,0.455,"F","MIN",100,98,0.2,0.5,0.114,-3.2,1.3,-1.9,0,14.3,10.6,14.3,12.3,8.5,3.5,1.7,16.4,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2282",2282,"Pat Durham",0.7,"1992-93","1994-95","25-27",64,0,14.5,1.9,4.1,1.8,3.7,0.1,0.4,1.1,1.7,0.7,1,1.7,0.9,0.6,0.5,0.8,1.9,5,0.469,0.5,0.192,0.667,0.522,0.479,"F","GSW,MIN",101,112,0.2,0.5,0.037,-2.2,0.2,-2,0,11.4,5.5,8.5,7,10.6,2.1,2.7,14.4,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2283",2283,"Mark Davis_1",0.7,"1988-89","1988-89","25",33,0,7.8,1.5,3.1,1.5,2.8,0,0.3,0.8,1,0.5,0.6,1.1,0.4,0.4,0.2,0.4,1.2,3.8,0.48,0.522,0.1,0.824,0.543,0.485,"F-G","MIL,PHO",113,107,0.4,0.3,0.134,-0.8,0.3,-0.5,0.1,15,7.1,9.6,8.3,8.1,2.5,1.2,9.3,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2284",2284,"Jim Farmer",0.7,"1987-88","1993-94","23-29",136,0,10.7,2,4.7,1.9,4.2,0.2,0.6,1.1,1.4,0.6,0.8,1.4,0.8,0.3,0,0.9,1.2,5.3,0.428,0.448,0.282,0.73,0.49,0.445,"G","DAL,DEN,PHI,SEA,UTA",99,112,-0.1,0.8,0.024,-2.5,-1.7,-4.3,-0.8,10.9,5.6,8.1,6.8,10.9,1.4,0.2,13.9,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2285",2285,"Jeryl Sasser",0.7,"2001-02","2002-03","22-23",82,0,12.9,0.8,2.7,0.7,2.2,0.2,0.5,0.7,1,0.8,1.5,2.3,0.8,0.6,0.1,0.5,1.1,2.5,0.303,0.305,0.295,0.687,0.396,0.333,"G","ORL",92,104,-0.3,1,0.032,-2.8,0.3,-2.5,-0.1,8.3,7,13.7,10.3,9.3,2.3,0.8,13.7,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2286",2286,"Baylor Scheierman",0.7,"2024-25","2024-25","24",31,0,12.4,1.3,3.5,0.4,0.9,0.8,2.6,0.3,0.4,0.6,1.5,2.1,1.1,0.5,0.1,0.4,0.7,3.6,0.355,0.464,0.317,0.75,0.49,0.473,"G","BOS",111,111,0.2,0.5,0.089,-2.5,0.8,-1.7,0,10.3,5.4,13,9.2,11.3,2.2,0.5,9.4,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2287",2287,"Brandon Williams",0.7,"2021-22","2024-25","22-25",74,0,16.8,3,7.1,2.2,4.6,0.8,2.4,1.8,2.4,0.5,1.5,2,2.5,0.7,0.2,1.4,1.2,8.6,0.426,0.481,0.32,0.744,0.529,0.481,"G","DAL,POR",105,118,0,0.7,0.027,-1.2,-1.9,-3.1,-0.3,13.7,3.1,9.8,6.4,22.9,1.9,1.2,14.7,24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2288",2288,"Sylvester Gray",0.7,"1988-89","1988-89","21",55,0,22.2,3,7.2,3,7.2,0,0.1,1.9,2.8,2.1,3.1,5.2,2.1,0.7,0.5,1.9,2.6,8,0.42,0.421,0.25,0.673,0.471,0.421,"F","MIA",96,109,-0.4,1.1,0.028,-2.2,-0.4,-2.6,-0.2,11.2,10.4,16.2,13.2,14.2,1.4,1.3,17.9,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2289",2289,"Tacko Fall",0.7,"2019-20","2021-22","24-26",37,0,6.2,1,1.5,1,1.5,0,0,0.2,0.7,0.6,1.8,2.4,0.2,0.1,0.8,0.3,0.9,2.2,0.673,0.673,0,0.32,0.621,0.673,"C","BOS,CLE",114,102,0.2,0.5,0.149,-2,2.8,0.8,0.2,18.8,11.7,31.8,21.8,3.9,0.4,12.2,15.4,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2290",2290,"Mike Smrek",0.7,"1985-86","1991-92","23-29",194,0,9.7,1.1,2.5,1.1,2.5,0,0,0.7,1.1,0.8,1.4,2.2,0.3,0.2,0.8,0.7,2.1,2.9,0.431,0.433,0,0.617,0.475,0.431,"C","CHI,GSW,LAC,LAL,SAS",91,107,-1.4,2.1,0.018,-6.4,0.3,-6.1,-1.9,7.4,8.6,16.3,12.4,3.3,0.9,4.6,19.1,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2291",2291,"Jared McCain",0.7,"2024-25","2024-25","20",23,0,25.7,5.5,11.9,3.3,6.1,2.2,5.8,2.1,2.4,0.6,1.9,2.4,2.6,0.7,0,1.6,1.6,15.3,0.46,0.532,0.383,0.875,0.589,0.553,"G","PHI",113,123,0.6,0.1,0.057,1.8,-1.6,0.2,0.3,15.2,2.4,8.6,5.4,16.7,1.2,0,11,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2292",2292,"Matt Ryan",0.7,"2021-22","2024-25","24-27",82,0,9.4,1.2,3.1,0.2,0.7,1,2.4,0.3,0.3,0.1,0.8,0.9,0.5,0.2,0,0.4,0.7,3.7,0.389,0.345,0.402,0.893,0.566,0.545,"F","BOS,LAL,MIN,NOP,NYK",108,118,0.1,0.6,0.044,-2,-1.5,-3.5,-0.3,8.3,1.5,9,5.3,6.3,0.9,0.2,9.7,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2293",2293,"Juwan Morgan",0.7,"2019-20","2021-22","22-24",52,0,6,0.6,1.1,0.4,0.7,0.2,0.4,0.1,0.2,0.4,0.8,1.2,0.3,0.1,0.1,0.2,0.8,1.5,0.525,0.639,0.348,0.545,0.595,0.593,"F","BOS,TOR,UTA",122,112,0.4,0.3,0.107,-3.2,0.1,-3.2,-0.1,9.2,7.5,13.4,10.6,6.9,0.8,0.8,13.5,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2294",2294,"Earl Tatum",0.7,"1978-79","1979-80","25-26",112,0,13,2.8,6.4,2.8,6.4,0.1,0.2,0.6,0.8,0.5,0.9,1.3,0.8,0.8,0.3,0.9,1.7,6.2,0.438,0.439,0.333,0.7,0.458,0.44,"G-F","BOS,CLE,DET",92,105,-0.7,1.4,0.023,-3,0.6,-2.4,-0.2,11.5,3.6,7.3,5.4,8.8,2.9,1.4,12.1,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2295",2295,"Jontay Porter",0.7,"2020-21","2023-24","21-24",37,0,11.2,1.3,3.2,0.7,1.4,0.6,1.8,0.5,0.6,0.8,1.8,2.6,1.6,0.6,0.6,0.8,1.3,3.7,0.403,0.49,0.338,0.783,0.531,0.5,"F-C","MEM,TOR",110,113,0.2,0.5,0.08,-1.1,1.7,0.6,0.3,14.1,7.8,17.8,12.7,19.3,2.7,4.5,17.8,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2296",2296,"Malcolm Miller",0.7,"2017-18","2019-20","24-26",53,0,6.7,0.7,1.6,0.2,0.4,0.5,1.2,0.2,0.3,0.1,0.5,0.7,0.3,0.1,0.1,0.2,0.6,2,0.434,0.526,0.406,0.625,0.6,0.59,"F","TOR",114,110,0.3,0.4,0.093,-1.7,0.2,-1.5,0.1,8.8,2.2,8.7,5.5,5.6,0.9,1.2,10,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2297",2297,"Jaden Hardy",0.7,"2022-23","2024-25","20-22",178,0,14.6,2.9,6.9,1.7,3.6,1.2,3.2,1,1.4,0.2,1.5,1.7,1.4,0.4,0.1,1.1,1.3,8.1,0.425,0.464,0.381,0.763,0.543,0.515,"G","DAL",103,118,-1,1.7,0.013,-1.8,-2,-3.8,-1.2,11.9,1.7,11.4,6.6,14.6,1.3,0.5,12.5,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2298",2298,"Pete Maravich",0.7,"1978-79","1979-80","31-32",92,1,30.3,7.4,17.2,7.3,17,0.2,0.3,3.5,4.2,0.5,1.6,2.2,3.5,0.9,0.3,3.1,2,18.4,0.431,0.429,0.667,0.848,0.485,0.434,"G","BOS,NOJ,UTA",95,110,-0.4,1.1,0.012,-1.2,-2.5,-3.7,-1.2,13.6,1.9,5.4,3.7,18.1,1.4,0.4,13.9,28.5,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1
"2299",2299,"Delaney Rudd",0.7,"1989-90","1992-93","27-30",239,0,9.9,1.3,3.2,1.1,2.5,0.2,0.7,0.6,0.8,0.2,0.6,0.8,2.2,0.3,0,1,1,3.4,0.413,0.459,0.257,0.761,0.482,0.442,"G","POR,UTA",95,109,-1.5,2.1,0.014,-2.4,-1.5,-3.9,-1.2,9.8,2.3,6.5,4.5,31.7,1.6,0.1,22.8,20.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2300",2300,"Jim Smith",0.7,"1981-82","1982-83","23-24",76,0,11.5,1.2,2.3,1.2,2.3,0,0,0.5,1.2,0.9,1.5,2.5,0.6,0.3,0.7,0.6,2.5,2.9,0.514,0.514,0,0.461,0.516,0.514,"F","DET,SDC",103,112,0.3,0.4,0.037,-3.5,0.4,-3.1,-0.2,9.3,9.5,16,12.7,6.6,1.2,3.3,18.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2301",2301,"Rob Kurz",0.7,"2008-09","2008-09","23",40,0,11.1,1.3,3.3,0.9,2.3,0.4,1,1,1.3,0.8,1.2,2,0.5,0.4,0.5,0.4,2,3.9,0.389,0.387,0.395,0.8,0.513,0.447,"F","GSW",111,113,0.5,0.2,0.074,-1.9,-0.8,-2.7,-0.1,11.8,8.1,11.8,10,6.5,1.5,3,9.5,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2302",2302,"Dave Batton",0.7,"1982-83","1983-84","26-27",58,0,10.2,1.6,3.5,1.6,3.4,0,0.1,0.1,0.3,0.8,1.3,2.1,0.6,0.3,0.3,0.6,1.1,3.2,0.448,0.455,0,0.471,0.451,0.448,"C","SAS,WSB",93,101,-0.2,0.9,0.055,-2.6,0.7,-1.9,0,10.2,8.6,14.6,11.5,7.8,1.2,1.5,13.3,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2303",2303,"Lance Blanks",0.7,"1990-91","1992-93","24-26",142,0,7.4,0.8,1.9,0.7,1.3,0.1,0.5,0.3,0.4,0.2,0.6,0.8,0.8,0.3,0.1,0.4,0.9,2,0.436,0.508,0.253,0.667,0.496,0.472,"G","DET,MIN",98,111,-0.1,0.8,0.031,-3.2,0.1,-3.2,-0.3,8.8,3.5,8.9,6.2,16.7,1.9,0.5,17.8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2304",2304,"Laron Profit",0.7,"1999-00","2005-06","22-28",135,0,11.4,1.3,3.1,1.1,2.4,0.2,0.7,0.5,0.8,0.4,1.2,1.5,1.2,0.5,0.2,0.9,1,3.3,0.419,0.469,0.236,0.712,0.481,0.444,"G-F","LAL,WAS",93,107,-0.5,1.2,0.021,-2.2,0.1,-2.1,0,10.6,3.8,12,7.8,17.2,2.4,1.2,20.2,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2305",2305,"Josh Huestis",0.7,"2015-16","2017-18","24-26",76,0,14.1,0.9,2.7,0.4,1.1,0.5,1.6,0.1,0.3,0.6,1.7,2.4,0.3,0.2,0.6,0.4,1.1,2.5,0.346,0.4,0.312,0.24,0.433,0.441,"F","OKC",93,109,-0.4,1.1,0.03,-3.5,0,-3.5,-0.4,6,4.8,14.1,9.3,2.9,0.7,4,11.8,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2306",2306,"Wayne Radford",0.7,"1978-79","1978-79","22",52,0,12.5,1.6,3.4,1.6,3.4,0,0,0.7,0.9,0.5,0.8,1.3,1.1,0.6,0,0.9,1.2,3.9,0.474,0.474,0,0.8,0.518,0.474,"G","IND",99,106,0.2,0.5,0.049,-2.6,0.4,-2.2,0,9.7,4,6.8,5.4,11.3,2.1,0.1,18.8,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2307",2307,"Walter Bond",0.7,"1992-93","1994-95","23-25",153,0,15.9,2.2,5.3,1.9,4.4,0.3,0.9,1.1,1.5,0.5,1.4,1.9,1.2,0.6,0.2,1,2.4,5.7,0.409,0.431,0.299,0.767,0.482,0.434,"G","DAL,DET,UTA",97,112,-0.6,1.2,0.013,-3.6,-0.4,-4,-1.2,9.2,3.5,10.1,6.6,10.9,2,1,13.9,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2308",2308,"Eugene Jeter",0.7,"2010-11","2010-11","27",62,0,13.8,1.7,4.2,1.6,3.7,0.1,0.5,0.6,0.7,0.1,1,1.1,2.6,0.5,0,0.8,0.9,4.1,0.409,0.437,0.2,0.902,0.46,0.421,"G","SAC",101,111,0.2,0.5,0.037,-2.2,-1.1,-3.3,-0.3,11.1,1.2,8.3,4.6,28.4,1.7,0.2,15.5,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2309",2309,"Ed Rains",0.7,"1981-82","1982-83","25-26",83,0,11.2,1.3,3.1,1.3,3.1,0,0,0.8,1.3,0.7,0.7,1.5,0.7,0.3,0,0.6,1.3,3.5,0.423,0.428,0,0.626,0.467,0.423,"F","SAS",99,110,0.1,0.5,0.034,-2.9,-1,-3.9,-0.5,8.2,7.3,7.1,7.2,8.2,1.4,0.2,14,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2310",2310,"Clay Johnson",0.7,"1981-82","1983-84","25-27",80,0,8.6,1.1,2.6,1,2.5,0,0,0.7,1,0.7,0.5,1.2,0.6,0.4,0.1,0.6,1.2,2.8,0.41,0.411,0.333,0.724,0.47,0.412,"G","LAL,SEA",99,108,0.1,0.5,0.046,-3.1,-0.5,-3.6,-0.3,9.1,9.1,6.1,7.5,7.9,2.2,0.7,15.6,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2311",2311,"Anthony Frederick",0.7,"1988-89","1991-92","24-27",147,0,11.2,2,4.5,1.9,4.4,0,0.1,0.9,1.3,0.9,1,1.9,0.9,0.5,0.3,0.9,1.4,4.9,0.439,0.445,0.273,0.699,0.482,0.443,"F","CHH,IND,SAC",97,110,-0.6,1.3,0.019,-2,-0.5,-2.5,-0.2,12.3,9.1,9.7,9.4,12,2.2,1.6,15.1,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
