"","RK","PLAYER","WS","FROM","TO","AGE","G","AS","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG_PERCENT","X2P_PERCENT","X3P_PERCENT","FT_PERCENT","TS_PERCENT","E_FG_PERCENT","POS","TEAM","O_RTG","D_RTG","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","PER","ORB_PERCENT","DRB_PERCENT","TRB_PERCENT","AST_PERCENT","STL_PERCENT","BLK_PERCENT","TOV_PERCENT","USG_PERCENT","MVP","ROY","DPOY","SMOY","MIP","FMVP","AMVP","ALLNBA_1ST","ALLNBA_2ND","ALLNBA_3RD","ALLDEF_1ST","ALLDEF_2ND","NBA_75TH","OLYMPICS","HOF"
"666",666,"Scot Pollard",26.6,"1997-98","2007-08","22-32",506,0,16.5,1.7,3.4,1.7,3.4,0,0,1,1.4,1.8,2.9,4.6,0.4,0.6,0.7,0.6,2.3,4.4,0.494,0.494,0,0.709,0.541,0.494,"C","BOS,CLE,DET,IND,SAC",114,99,12.1,14.6,0.153,-1.7,1.1,-0.6,2.9,13.8,12,18.7,15.4,3.9,1.8,2.9,12.9,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"667",667,"Will Perdue",26.6,"1988-89","2000-01","23-35",792,0,15.6,1.9,3.7,1.9,3.7,0,0,0.9,1.5,1.8,3.2,4.9,0.8,0.3,0.7,1,2,4.7,0.515,0.518,0.067,0.577,0.537,0.516,"C","CHI,POR,SAS",105,103,7.7,18.9,0.103,-2,0,-2.1,-0.2,13.6,13.5,23.3,18.5,7.1,1,3,18.9,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668",668,"Malik Rose",26.5,"1996-97","2008-09","22-34",813,0,16.5,2.2,5,2.2,5,0,0.1,1.7,2.3,1.4,2.7,4.1,0.8,0.6,0.4,1.3,2.3,6.2,0.437,0.442,0.177,0.743,0.507,0.438,"F-C","CHH,NYK,OKC,SAS",99,100,4.3,22.2,0.095,-2.7,0.5,-2.1,-0.4,13.4,10.3,18.5,14.5,8.5,1.9,1.6,17.7,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669",669,"D'Angelo Russell",26.5,"2015-16","2024-25","19-28",629,1,29.8,6.2,14.5,3.7,7.7,2.5,6.9,2.3,2.9,0.5,2.9,3.4,5.7,1.1,0.3,2.6,1.9,17.3,0.427,0.483,0.365,0.796,0.545,0.513,"G","BRK,GSW,LAL,MIN",107,114,13.5,13,0.068,1.8,-1.2,0.6,12.4,16.2,1.7,10.6,6.1,30.9,1.7,1,14.2,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"670",670,"Vladimir Radmanovic",26.5,"2001-02","2012-13","21-32",737,0,21.9,2.9,7,1.6,3.5,1.3,3.5,0.8,1.1,0.9,2.9,3.8,1.4,0.7,0.4,1.1,2.1,8,0.415,0.451,0.378,0.758,0.531,0.509,"F","ATL,CHA,CHI,GSW,LAC,LAL,SEA",104,107,12.5,13.9,0.079,0.1,-0.2,-0.1,7.6,12.7,4.7,15.4,10.1,9.7,1.7,1.2,13.1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671",671,"Tyrese Maxey",26.5,"2020-21","2024-25","20-24",318,1,32,7,15.2,4.8,9.5,2.2,5.7,3.3,3.8,0.3,2.6,3,4.4,0.9,0.3,1.4,2,19.5,0.461,0.51,0.381,0.866,0.577,0.533,"G","PHI",118,116,18.7,7.8,0.125,2.3,-1,1.3,8.6,17.8,1.2,9.3,5.3,22.4,1.4,1,7.7,25.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"672",672,"Will Barton",26.5,"2012-13","2022-23","22-32",679,0,25.2,4.2,9.7,2.8,6,1.3,3.7,1.6,2,0.7,3.4,4.1,2.7,0.7,0.4,1.4,1.5,11.2,0.43,0.477,0.355,0.787,0.532,0.498,"G","DEN,POR,TOR,WAS",107,111,12.7,13.8,0.074,0.1,-0.5,-0.4,6.9,13.9,3.1,15.1,9.1,15.7,1.5,1.4,11.7,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"673",673,"Michael Porter Jr.",26.5,"2019-20","2024-25","21-26",345,0,29.1,6.2,12.3,3.7,6.3,2.4,6,1.5,1.9,1.4,5,6.4,1.4,0.6,0.6,1.2,1.9,16.2,0.5,0.589,0.406,0.795,0.618,0.599,"F","DEN",119,114,16.3,10.1,0.127,2,-1.3,0.7,6.8,17.1,5.4,18.9,12.3,6.9,1,1.8,8.2,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674",674,"Scott Williams",26.4,"1990-91","2004-05","22-36",746,0,16.4,2.1,4.6,2.1,4.5,0,0.1,0.9,1.2,1.7,3,4.7,0.6,0.5,0.6,0.7,2.6,5.1,0.467,0.472,0.111,0.721,0.504,0.468,"F-C","CHI,CLE,DAL,DEN,MIL,PHI,PHO",107,104,11.2,15.2,0.104,-2.4,-0.2,-2.6,-1.9,13.3,11.9,21.1,16.4,5.3,1.7,2.5,12.6,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"675",675,"Brandan Wright",26.2,"2007-08","2017-18","20-30",428,0,16.2,3,4.9,3,4.9,0,0,1,1.5,1.4,2.3,3.6,0.5,0.5,1,0.5,1.3,7,0.607,0.61,0,0.674,0.626,0.607,"F-C","BOS,DAL,GSW,HOU,MEM,NJN,PHO",125,106,18.4,7.8,0.181,1.7,0.6,2.3,7.5,20.3,9.4,15.8,12.6,4.7,1.4,4.9,7.8,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676",676,"Fred Roberts",26.2,"1983-84","1996-97","23-36",818,0,18,2.8,5.5,2.7,5.3,0.1,0.2,1.7,2.1,1,1.8,2.8,1.2,0.5,0.3,1.2,1.9,7.3,0.502,0.508,0.325,0.796,0.566,0.508,"F-C","BOS,CLE,DAL,LAL,MIL,SAS,UTA",109,110,14.7,11.5,0.086,-1,-0.6,-1.6,1.5,12.6,6.5,11.3,8.9,9.4,1.4,1,15.5,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677",677,"Trevor Booker",26.2,"2010-11","2017-18","23-30",532,0,20.4,2.9,5.6,2.8,5.2,0.1,0.5,1,1.5,1.9,3.6,5.5,1.1,0.7,0.5,1,2,6.9,0.515,0.534,0.305,0.636,0.548,0.528,"F","BRK,IND,PHI,UTA,WAS",110,105,12.6,13.6,0.116,-0.7,0.3,-0.5,4.2,15,10.6,19.6,15.1,8.4,1.7,2,13.9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"678",678,"Dejounte Murray",26.2,"2016-17","2024-25","20-28",503,1,29.3,6.2,13.6,5,10.1,1.2,3.5,2,2.5,0.9,4.9,5.8,5.4,1.5,0.3,2.1,1.8,15.5,0.453,0.493,0.34,0.79,0.527,0.497,"G","ATL,NOP,SAS",108,112,9.6,16.6,0.085,0.7,0.7,1.4,12.6,17.3,3.3,18.3,10.7,27.8,2.4,0.8,12.5,24.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"679",679,"Chris Dudley",26.2,"1987-88","2002-03","22-37",886,0,18.4,1.6,3.8,1.6,3.8,0,0,0.8,1.7,2.5,3.6,6.2,0.4,0.4,1.2,0.8,2.6,3.9,0.412,0.412,0,0.458,0.429,0.412,"C","CLE,NJN,NYK,PHO,POR",98,102,-1.5,27.6,0.077,-3.5,0.5,-3,-4.2,10.7,15.2,22.4,18.8,3.2,1,4.2,15.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"680",680,"Nic Claxton",26.1,"2019-20","2024-25","20-25",311,0,25.8,4.5,7.1,4.5,6.9,0,0.1,1.3,2.5,2.2,5.5,7.7,1.7,0.7,1.7,1.1,2.3,10.3,0.636,0.644,0.2,0.537,0.634,0.638,"C","BRK",125,110,14.1,12,0.156,-0.1,1.5,1.3,6.8,18.5,9.5,23.8,16.6,10.1,1.4,6,11.9,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"681",681,"Mark Bryant",26.1,"1988-89","2002-03","23-37",797,0,16.9,2.2,4.4,2.2,4.4,0,0,1,1.5,1.4,2.3,3.8,0.6,0.4,0.2,0.8,2.5,5.4,0.5,0.501,0.083,0.697,0.538,0.5,"F-C","BOS,CHI,CLE,DAL,DEN,HOU,PHI,PHO,POR,SAS",107,106,11.6,14.5,0.093,-2.9,-0.3,-3.2,-4,10.9,9.2,15.8,12.5,5.5,1.2,1,14.2,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"682",682,"Ian Mahinmi",26.1,"2007-08","2019-20","21-33",618,0,16.8,1.9,3.6,1.9,3.6,0,0.1,1.3,2.1,1.5,2.9,4.4,0.6,0.6,0.7,1,2.6,5.2,0.533,0.541,0.16,0.612,0.567,0.535,"C","DAL,IND,SAS,WAS",108,102,9,17.1,0.121,-3.2,1.2,-2,0.1,13,10.2,18.9,14.6,5.1,1.7,3.4,17.5,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"683",683,"Reggie Williams",26,"1987-88","1996-97","23-32",599,0,26.7,5,11.4,4.4,9.3,0.6,2.1,1.9,2.5,1.3,2.7,4,2.5,1.3,0.7,1.8,3.2,12.5,0.437,0.468,0.298,0.784,0.501,0.464,"F-G","CLE,DEN,IND,LAC,NJN,SAS",103,107,8.2,17.8,0.078,-0.5,0.7,0.2,9,14.2,5.2,11.1,8.1,14.6,2.4,1.6,12.3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"684",684,"Earl Boykins",26,"1998-99","2011-12","22-35",652,0,19.9,3.2,7.6,2.6,5.9,0.6,1.7,1.9,2.2,0.4,0.9,1.3,3.2,0.6,0.1,1.2,1,8.9,0.417,0.437,0.348,0.876,0.516,0.455,"G","CHA,CLE,DEN,GSW,HOU,LAC,MIL,NJN,ORL,WAS",109,110,20.4,5.6,0.096,1.4,-1.4,0,6.5,15.7,2.4,5.3,3.9,26.9,1.6,0.2,11.9,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"685",685,"Luc Mbah a Moute",26,"2008-09","2019-20","22-33",689,0,23.3,2.4,5.4,2.1,4.5,0.3,0.9,1.2,1.8,1.4,2.7,4.1,0.9,0.9,0.4,0.9,1.8,6.4,0.454,0.478,0.334,0.659,0.516,0.482,"F","HOU,LAC,MIL,MIN,PHI,SAC",103,106,6.5,19.5,0.078,-2.2,0.7,-1.5,2,10.7,6.6,13.3,9.8,5.7,1.9,1.3,13.2,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686",686,"Tom Owens",26,"1978-79","1982-83","29-33",360,0,25.8,5.1,9.9,5.1,9.9,0,0,2.6,3.4,2.3,4.2,6.5,2.2,0.5,0.6,2,3.5,12.8,0.511,0.512,0.25,0.774,0.56,0.511,"C-F","DET,IND,POR",110,105,15.9,10.1,0.134,0.7,-0.3,0.4,5.6,16.8,9.6,17.9,13.7,12.7,1,1.3,15.2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"687",687,"Anthony Tolliver",25.9,"2008-09","2020-21","23-35",730,0,19.4,2,4.8,0.8,1.7,1.2,3.2,0.9,1.2,0.7,2.6,3.3,0.9,0.4,0.3,0.6,1.6,6.1,0.414,0.493,0.373,0.771,0.569,0.537,"F-C","ATL,CHA,DET,GSW,MEM,MIN,PHI,PHO,POR,SAC,SAS",113,110,15.8,10.1,0.088,-0.7,-0.4,-1.1,3.2,10.9,4.2,14.8,9.4,6.6,1,1.2,10.6,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"688",688,"Chris Boucher",25.9,"2017-18","2024-25","25-32",407,0,17.7,3.2,6.5,2.2,3.8,0.9,2.7,1.7,2.1,1.7,3.4,5.1,0.5,0.5,0.9,0.5,1.9,8.9,0.488,0.596,0.339,0.779,0.6,0.559,"F","GSW,TOR",124,110,15.6,10.3,0.172,1.2,-0.2,1,5.6,19.1,10.4,21.6,15.8,4.2,1.3,5.1,6.8,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"689",689,"Dorell Wright",25.9,"2004-05","2014-15","19-29",549,0,22.4,3,7.1,1.9,4,1.1,3.1,1.2,1.5,0.7,3.1,3.8,1.5,0.8,0.5,0.9,1.4,8.4,0.424,0.469,0.365,0.806,0.538,0.503,"F-G","GSW,MIA,PHI,POR",109,107,13.7,12.1,0.101,0.6,0.3,0.9,9.1,14.4,3.5,16,9.7,10.8,1.8,1.7,10,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690",690,"Marreese Speights",25.8,"2008-09","2017-18","21-30",705,0,15.1,3.1,6.7,2.8,5.8,0.3,0.9,1.4,1.8,1.3,2.7,4.1,0.7,0.3,0.5,0.9,2.2,7.9,0.459,0.475,0.356,0.797,0.527,0.484,"C-F","CLE,GSW,LAC,MEM,ORL,PHI",106,105,12.2,13.5,0.116,-1.2,-1.1,-2.2,-0.6,16.7,10.2,20.5,15.3,7.2,0.9,2.6,10.4,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"691",691,"Jonas Jerebko",25.8,"2009-10","2018-19","22-31",635,0,17.8,2.3,5,1.7,3.3,0.6,1.7,0.9,1.2,1.2,2.8,4,0.8,0.5,0.2,0.7,1.9,6.2,0.457,0.507,0.363,0.77,0.554,0.52,"F","BOS,DET,GSW,UTA",112,108,14.7,11,0.109,-0.8,-0.2,-1,2.9,13.2,7.5,17.9,12.6,6.9,1.5,1.1,11,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692",692,"Louis Orr",25.7,"1980-81","1987-88","22-29",569,0,23.5,3.7,8,3.7,7.9,0,0.1,2.3,2.9,1.6,2.1,3.7,1.5,0.8,0.3,1.4,2,9.7,0.468,0.471,0.083,0.787,0.527,0.468,"F","IND,NYK",106,107,12.2,13.5,0.093,-0.1,-0.3,-0.4,5.5,13.4,7.5,10.6,9,9.3,1.7,0.7,13,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"693",693,"Josh Childress",25.7,"2004-05","2013-14","21-30",391,0,26.7,3.4,6.6,3.2,5.8,0.3,0.8,2,2.5,1.9,2.9,4.7,1.6,0.9,0.5,1.1,1.9,9.1,0.522,0.548,0.329,0.779,0.591,0.542,"G-F","ATL,BRK,NOP,PHO",118,110,19.7,6,0.118,1.1,-0.3,0.8,7.4,15.6,8.1,12.9,10.4,9.5,1.7,1.3,12.8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694",694,"Victor Oladipo",25.6,"2013-14","2022-23","21-30",504,2,32.2,6.2,14.2,4.6,9.5,1.6,4.7,2.9,3.7,0.6,3.9,4.5,3.9,1.6,0.5,2.5,2.4,16.9,0.436,0.48,0.347,0.788,0.534,0.493,"G","HOU,IND,MIA,OKC,ORL",103,107,6.8,18.8,0.076,0.2,0.4,0.7,11,16,2,13.6,7.7,19.6,2.5,1.2,13.7,25.2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"695",695,"Eric Murdock",25.6,"1991-92","1999-00","23-31",508,0,23.4,3.7,8.5,3.1,6.8,0.6,1.7,2.1,2.6,0.7,1.8,2.5,4.9,1.6,0.1,2,1.9,10.1,0.438,0.462,0.343,0.786,0.523,0.473,"G","DEN,LAC,MIA,MIL,NJN,UTA,VAN",107,107,13.7,11.9,0.103,1.1,0.9,2,12.1,17.4,3.3,9.2,6.2,34.3,3.6,0.4,16.8,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"696",696,"Desmond Bane",25.5,"2020-21","2024-25","22-26",313,0,29.6,6.5,13.8,3.9,7.5,2.6,6.3,2.2,2.5,0.7,3.9,4.6,3.8,1,0.4,1.8,2.4,17.8,0.472,0.524,0.41,0.883,0.597,0.566,"G","MEM",118,113,15.3,10.3,0.132,2.3,0.2,2.4,10.4,17.2,2.5,14.1,8.2,19.4,1.6,1.1,11,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"697",697,"Clemon Johnson",25.5,"1978-79","1987-88","22-31",761,0,17.5,2.2,4.5,2.2,4.5,0,0,0.9,1.5,1.7,2.9,4.6,1,0.5,0.9,1,2.2,5.4,0.492,0.493,0,0.621,0.519,0.492,"C-F","IND,PHI,POR,SEA",105,104,8.5,16.9,0.092,-1.3,0.6,-0.8,4.1,12.7,10.4,18.5,14.4,7.5,1.2,3.1,16.3,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698",698,"Fred Brown",25.4,"1978-79","1983-84","30-35",468,0,21.4,5.1,10.5,4.8,9.9,0.3,0.8,1.5,1.8,0.5,1.3,1.7,2.9,1,0.2,1.4,1.5,11.9,0.484,0.491,0.373,0.855,0.528,0.495,"G","SEA",107,105,14.4,11,0.122,1.2,0.1,1.3,8.3,16.9,2.4,6.2,4.3,20.9,2.1,0.4,11.4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699",699,"Tiago Splitter",25.3,"2010-11","2016-17","26-32",355,0,19.2,3,5.4,3,5.4,0,0,1.9,2.7,1.6,3.4,5,1.2,0.6,0.6,1.1,1.9,7.9,0.555,0.558,0.143,0.697,0.598,0.556,"F-C","ATL,PHI,SAS",116,101,14.4,10.9,0.178,0.1,1,1.1,5.4,17.9,10,19.5,14.9,9.5,1.5,2.2,14,18.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700",700,"Mahmoud Abdul-Rauf",25.2,"1990-91","2000-01","21-31",586,0,26.7,6,13.6,5.2,11.3,0.8,2.3,1.8,2,0.4,1.5,1.9,3.5,0.8,0.1,1.6,1.9,14.6,0.442,0.46,0.354,0.905,0.506,0.472,"G","DEN,SAC,VAN",106,111,16.7,8.4,0.077,0.7,-1.5,-0.8,4.5,15.4,1.5,6.2,3.8,23,1.6,0.2,10.2,25.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"701",701,"James Jones",25.2,"2003-04","2016-17","23-36",709,0,15.7,1.7,4.2,0.6,1.5,1.1,2.7,0.7,0.9,0.3,1.5,1.8,0.5,0.3,0.3,0.3,1.3,5.2,0.401,0.402,0.401,0.84,0.566,0.53,"F-G","CLE,IND,MIA,PHO,POR",115,108,15.2,10,0.109,0,-0.1,-0.1,5.4,11.3,2.4,10.7,6.7,5,1.1,1.5,6.6,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702",702,"Terrence Ross",25,"2012-13","2022-23","21-31",733,0,24.5,4,9.6,2.2,4.6,1.8,5,1.1,1.4,0.3,2.5,2.8,1.3,0.8,0.3,1,1.7,11,0.418,0.48,0.362,0.837,0.538,0.513,"F-G","ORL,PHO,TOR",105,110,9.3,15.7,0.067,-0.5,-0.5,-1,4.5,12.4,1.6,11.3,6.4,8.2,1.6,1.1,8.6,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703",703,"Chris Duhon",25,"2004-05","2012-13","22-30",606,0,25.6,2.2,5.7,1.2,2.7,1.1,3,1,1.2,0.3,1.9,2.3,4.4,0.8,0.1,1.5,1.6,6.5,0.393,0.426,0.363,0.784,0.523,0.488,"G","CHI,LAL,NYK,ORL",107,108,11.6,13.5,0.077,-1.3,0.1,-1.2,3.2,10.8,1.4,8.5,5,25.7,1.6,0.2,19.7,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704",704,"Seth Curry",24.9,"2013-14","2024-25","23-34",550,0,22.5,3.6,7.7,1.9,3.8,1.7,4,0.9,1.1,0.3,1.7,2,1.9,0.7,0.1,1,1.5,10,0.471,0.512,0.433,0.863,0.605,0.582,"G","BRK,CHO,CLE,DAL,MEM,PHI,PHO,POR,SAC",116,114,16.2,8.7,0.097,0.1,-0.6,-0.5,4.8,13.4,1.5,8.4,5,12.6,1.4,0.5,10.5,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705",705,"Onyeka Okongwu",24.9,"2020-21","2024-25","20-24",307,0,22.5,3.8,6.3,3.6,5.5,0.2,0.8,1.7,2.3,2.5,4.2,6.7,1.3,0.7,1.1,0.9,2.8,9.6,0.614,0.655,0.322,0.755,0.665,0.634,"F","ATL",133,114,17.3,7.6,0.173,0.2,0.4,0.5,4.4,18.6,11.8,20.9,16.3,7.9,1.4,4.2,11.5,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706",706,"Dante Cunningham",24.9,"2009-10","2018-19","22-31",715,0,20.8,2.5,5.3,2.2,4.4,0.3,0.9,0.5,0.8,1.1,2.6,3.7,0.7,0.6,0.5,0.5,1.7,5.8,0.469,0.494,0.345,0.649,0.513,0.498,"F","BRK,CHA,MEM,MIN,NOP,POR,SAS",107,108,10.5,14.5,0.08,-2,0.3,-1.7,1.1,11.1,6,14.4,10.1,5.1,1.6,1.8,8,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707",707,"Adam Keefe",24.9,"1992-93","2000-01","22-30",617,0,16.7,1.8,3.6,1.8,3.6,0,0,1.4,2,1.6,2.5,4.1,0.7,0.5,0.3,0.9,1.8,5,0.502,0.505,0.071,0.714,0.562,0.502,"F","ATL,GSW,UTA",112,105,13.1,11.7,0.115,-1,-0.3,-1.3,1.7,12.9,11.8,17.6,14.7,6.1,1.6,1.3,16.5,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708",708,"Kelly Oubre Jr.",24.8,"2015-16","2024-25","20-29",655,0,27.1,4.8,11,3.3,6.4,1.5,4.6,2.1,2.8,1.1,3.6,4.6,1.1,1,0.5,1.1,2.6,13.3,0.438,0.521,0.325,0.751,0.542,0.506,"F","CHO,GSW,PHI,PHO,WAS",107,112,8,16.8,0.067,-1.2,-0.6,-1.9,0.6,13.3,4.3,14.7,9.4,6.3,1.9,1.6,8.3,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709",709,"Anthony Edwards",24.8,"2020-21","2024-25","19-23",381,3,34.8,8.4,18.8,5.5,10.8,2.9,8,4.2,5.2,0.7,4.6,5.3,4.2,1.3,0.6,2.9,2,23.9,0.446,0.507,0.364,0.804,0.566,0.524,"G-F","MIN",109,112,9,15.9,0.09,2,-0.3,1.7,12.3,17.7,2.3,14.4,8.4,19.6,1.8,1.6,12,29.5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
"710",710,"Reggie King",24.8,"1979-80","1984-85","22-27",438,0,25.9,3.5,6.7,3.5,6.7,0,0,2,2.9,1.9,4.2,6.2,1.6,0.8,0.3,1.5,2.3,8.9,0.514,0.515,0,0.699,0.558,0.514,"F","KCK,SEA",108,105,11.2,13.7,0.105,-0.5,0.1,-0.4,4.6,13.1,8.2,18.3,13.2,8,1.5,0.7,15.8,14.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711",711,"Bogdan Bogdanovic",24.8,"2017-18","2024-25","25-32",503,0,28.4,5.2,11.9,2.7,5.4,2.5,6.4,1.5,1.7,0.5,2.8,3.3,3.2,1,0.3,1.4,2.1,14.3,0.437,0.501,0.382,0.846,0.565,0.54,"G","ATL,LAC,SAC",112,116,15.5,9.4,0.083,0.6,-0.5,0.2,7.9,14.4,1.8,11.2,6.4,16.6,1.7,0.8,10.2,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712",712,"JaMychal Green",24.8,"2014-15","2022-23","24-32",544,0,20.1,2.9,6.1,2.1,3.9,0.8,2.2,1.1,1.5,1.6,3.9,5.5,0.9,0.5,0.4,1,2.6,7.7,0.477,0.537,0.368,0.784,0.575,0.542,"F","DEN,GSW,LAC,MEM,SAS",112,109,11.6,13.1,0.109,-1.1,-0.3,-1.5,1.4,13.8,9.1,21.5,15.3,6.8,1.4,1.9,13.5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713",713,"Rex Chapman",24.7,"1988-89","1999-00","21-32",666,0,29.3,5.6,13,4.4,9.5,1.2,3.5,2.2,2.8,0.6,1.9,2.5,2.7,0.9,0.2,1.5,1.8,14.6,0.43,0.459,0.35,0.8,0.514,0.477,"G","CHH,MIA,PHO,WSB",104,111,15,9.8,0.061,0.2,-1.2,-1,5.2,13.9,2.2,7.5,4.8,14.9,1.5,0.4,9.8,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714",714,"Kevin Duckworth",24.7,"1986-87","1996-97","22-32",684,2,25.5,4.7,10,4.7,10,0,0,2.4,3.3,2,3.8,5.8,0.9,0.5,0.5,1.8,3.2,11.8,0.468,0.469,0.208,0.736,0.515,0.468,"C","LAC,MIL,POR,SAS,WSB",103,108,6.6,18.1,0.068,-2.5,-1.2,-3.8,-7.6,11.9,8.5,16.5,12.5,4.9,0.9,1.1,13.6,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"715",715,"Martell Webster",24.7,"2005-06","2014-15","19-28",580,0,24,2.9,7,1.6,3.4,1.4,3.6,1.5,1.9,0.6,2.5,3.1,1,0.5,0.3,0.9,1.8,8.7,0.418,0.454,0.382,0.791,0.556,0.515,"G-F","MIN,POR,WAS",109,109,14.7,10,0.085,-0.3,-0.5,-0.8,4.3,11.7,2.9,12.4,7.6,6.8,1.1,0.9,10.5,16.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716",716,"Monte Morris",24.7,"2017-18","2024-25","22-29",420,0,23.4,3.7,7.9,2.6,5,1.1,2.9,0.9,1.1,0.3,2,2.4,3.6,0.7,0.2,0.7,1,9.5,0.474,0.523,0.389,0.827,0.568,0.545,"G","DEN,DET,MIN,PHO,WAS",121,115,17.4,7.3,0.121,0.5,-0.3,0.3,5.6,14.9,1.6,9.4,5.6,21.7,1.5,0.7,8,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717",717,"Eduardo Najera",24.7,"2000-01","2011-12","24-35",619,0,18.1,1.9,4,1.8,3.5,0.2,0.6,0.9,1.3,1.4,2.3,3.7,0.8,0.7,0.4,0.6,2.2,4.9,0.481,0.509,0.311,0.671,0.534,0.503,"F","CHA,DAL,DEN,GSW,NJN",111,106,12.7,11.9,0.106,-1.5,0.6,-0.9,3,12,9,14.1,11.5,6.5,2,1.5,12.3,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718",718,"Bill Hanzlik",24.7,"1980-81","1989-90","23-32",748,0,20.8,2.5,5.7,2.4,5.4,0.1,0.3,2.3,2.9,0.9,1.8,2.8,2.8,1,0.3,1.5,3,7.2,0.434,0.446,0.213,0.781,0.522,0.439,"G-F","DEN,SEA",105,108,9.8,14.8,0.076,-2,0.6,-1.4,2.2,11.2,4.6,9.6,7,16,2.1,0.7,17.4,15.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"719",719,"Charles Jones",24.6,"1983-84","1997-98","26-40",726,0,19.4,1,2.1,1,2.1,0,0,0.5,0.8,1.5,2.9,4.5,0.9,0.6,1.6,0.7,2.9,2.5,0.48,0.482,0,0.618,0.514,0.48,"F-C","CHI,DET,HOU,PHI,WSB",107,105,5,19.6,0.084,-3.4,2.5,-0.9,4,9.2,8.5,16.9,12.6,5.5,1.5,4.7,21.5,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720",720,"Chris Kaman",24.6,"2003-04","2015-16","21-33",735,1,26.7,4.7,9.6,4.7,9.5,0,0,1.8,2.5,2,5.6,7.6,1.3,0.4,1.3,2.1,2.7,11.2,0.489,0.49,0.042,0.743,0.525,0.489,"C","DAL,LAC,LAL,NOH,POR",98,105,0.4,24.2,0.06,-1.9,-0.1,-1.9,0.4,14.9,8.8,23.8,16.4,8.3,0.9,3.6,16.5,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
